uid,floor,chamber,half,ch1,ch2,ch3,ch4
3bc3b9aaa3a611ed947428c2dd2980ba,11,11-1,11-1-1,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
3bc3b9aaa3a611ed947428c2dd2980ba,11,11-1,11-1-2,Nahida,Fischl,Xingqiu,Yaoyao
3bc3b9aaa3a611ed947428c2dd2980ba,11,11-2,11-2-1,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
3bc3b9aaa3a611ed947428c2dd2980ba,11,11-2,11-2-2,Nahida,Fischl,Xingqiu,Yaoyao
3bc3b9aaa3a611ed947428c2dd2980ba,11,11-3,11-3-1,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
3bc3b9aaa3a611ed947428c2dd2980ba,11,11-3,11-3-2,Nahida,Fischl,Xingqiu,Yaoyao
3bc3b9aaa3a611ed947428c2dd2980ba,12,12-1,12-1-1,Cyno,Nahida,Xingqiu,Kuki Shinobu
3bc3b9aaa3a611ed947428c2dd2980ba,12,12-1,12-1-2,Wanderer,Raiden Shogun,Faruzan,Bennett
3bc3b9aaa3a611ed947428c2dd2980ba,12,12-2,12-2-1,Nahida,Raiden Shogun,Zhongli,Kuki Shinobu
3bc3b9aaa3a611ed947428c2dd2980ba,12,12-2,12-2-2,Yoimiya,Fischl,Xingqiu,Bennett
3bc3b9aaa3a611ed947428c2dd2980ba,12,12-3,12-3-1,Nahida,Raiden Shogun,Zhongli,Kuki Shinobu
3bc3b9aaa3a611ed947428c2dd2980ba,12,12-3,12-3-2,Yoimiya,Fischl,Xingqiu,Bennett
3bc3b9aba3a611edacc028c2dd2980ba,11,11-1,11-1-1,Kaedehara Kazuha,Ganyu,Sangonomiya Kokomi,Kamisato Ayaka
3bc3b9aba3a611edacc028c2dd2980ba,11,11-1,11-1-2,Rosaria,Xingqiu,Bennett,Xiangling
3bc3b9aba3a611edacc028c2dd2980ba,11,11-2,11-2-1,Kaedehara Kazuha,Ganyu,Sangonomiya Kokomi,Kamisato Ayaka
3bc3b9aba3a611edacc028c2dd2980ba,11,11-2,11-2-2,Rosaria,Xingqiu,Bennett,Xiangling
3bc3b9aba3a611edacc028c2dd2980ba,11,11-3,11-3-1,Kaedehara Kazuha,Ganyu,Sangonomiya Kokomi,Kamisato Ayaka
