uid,floor,chamber,half,ch1,ch2,ch3,ch4
c28b97c8254311eeb32328c2dd2980ba,11,11-1,11-1-1,Hu Tao,Xingqiu,Yelan,Fischl
c28b97c8254311eeb32328c2dd2980ba,11,11-1,11-1-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
c28b97c8254311eeb32328c2dd2980ba,11,11-2,11-2-1,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
c28b97c8254311eeb32328c2dd2980ba,11,11-2,11-2-2,Nahida,Yaoyao,Sangonomiya Kokomi,Nilou
c28b97c8254311eeb32328c2dd2980ba,11,11-3,11-3-1,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
c28b97c8254311eeb32328c2dd2980ba,11,11-3,11-3-2,Nahida,Yaoyao,Sangonomiya Kokomi,Nilou
c28b97c8254311eeb32328c2dd2980ba,12,12-1,12-1-1,Nahida,Yaoyao,Sangonomiya Kokomi,Nilou
c28b97c8254311eeb32328c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Xingqiu,Yelan,Kaedehara Kazuha
c28b97c8254311eeb32328c2dd2980ba,12,12-2,12-2-1,Nahida,Yaoyao,Sangonomiya Kokomi,Nilou
c28b97c8254311eeb32328c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Xingqiu,Yelan,Kaedehara Kazuha
c28b97c8254311eeb32328c2dd2980ba,12,12-3,12-3-1,Nahida,Yaoyao,Sangonomiya Kokomi,Nilou
c28b97c8254311eeb32328c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Xingqiu,Yelan,Kaedehara Kazuha
c28bbefd254311eea64428c2dd2980ba,11,11-1,11-1-1,Klee,Nahida,Xingqiu,Bennett
c28bbefd254311eea64428c2dd2980ba,11,11-1,11-1-2,Wanderer,Fischl,Venti,Sangonomiya Kokomi
c28bbefd254311eea64428c2dd2980ba,11,11-2,11-2-1,Klee,Nahida,Xingqiu,Bennett
c28bbefd254311eea64428c2dd2980ba,11,11-2,11-2-2,Wanderer,Fischl,Venti,Sangonomiya Kokomi
c28bbefd254311eea64428c2dd2980ba,11,11-3,11-3-1,Klee,Nahida,Xingqiu,Bennett
c28bbefd254311eea64428c2dd2980ba,11,11-3,11-3-2,Wanderer,Fischl,Venti,Sangonomiya Kokomi
c28bbefd254311eea64428c2dd2980ba,12,12-1,12-1-1,Xiao,Albedo,Zhongli,Sangonomiya Kokomi
c28bbefd254311eea64428c2dd2980ba,12,12-1,12-1-2,Yoimiya,Fischl,Xingqiu,Bennett
c28bbefd254311eea64428c2dd2980ba,12,12-2,12-2-1,Xiao,Albedo,Zhongli,Sangonomiya Kokomi
c28bbefd254311eea64428c2dd2980ba,12,12-2,12-2-2,Yoimiya,Fischl,Xingqiu,Bennett
c28bbefd254311eea64428c2dd2980ba,12,12-3,12-3-1,Xiao,Albedo,Zhongli,Sangonomiya Kokomi
c28bbefd254311eea64428c2dd2980ba,12,12-3,12-3-2,Yoimiya,Fischl,Xingqiu,Bennett
c28bbefe254311eeaf2f28c2dd2980ba,11,11-1,11-1-1,Shikanoin Heizou,Xiangling,Xingqiu,Bennett
c28bbefe254311eeaf2f28c2dd2980ba,11,11-1,11-1-2,Beidou,Fischl,Sucrose,Yaoyao
c28bbefe254311eeaf2f28c2dd2980ba,11,11-2,11-2-1,Shikanoin Heizou,Xiangling,Xingqiu,Bennett
c28bbefe254311eeaf2f28c2dd2980ba,11,11-2,11-2-2,Beidou,Fischl,Sucrose,Yaoyao
c28bbefe254311eeaf2f28c2dd2980ba,11,11-3,11-3-1,Shikanoin Heizou,Xiangling,Xingqiu,Bennett
c28bbefe254311eeaf2f28c2dd2980ba,11,11-3,11-3-2,Beidou,Fischl,Sucrose,Yaoyao
c28bbefe254311eeaf2f28c2dd2980ba,12,12-1,12-1-1,Kamisato Ayaka,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi
c28bbefe254311eeaf2f28c2dd2980ba,12,12-1,12-1-2,Nahida,Yelan,Xingqiu,Kuki Shinobu
c28bbefe254311eeaf2f28c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi
c28bbefe254311eeaf2f28c2dd2980ba,12,12-2,12-2-2,Nahida,Yelan,Xingqiu,Kuki Shinobu
c28bbefe254311eeaf2f28c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi
c28bbefe254311eeaf2f28c2dd2980ba,12,12-3,12-3-2,Nahida,Yelan,Xingqiu,Kuki Shinobu
c28bbeff254311ee80d228c2dd2980ba,11,11-1,11-1-1,Hu Tao,Yelan,Xingqiu,Zhongli
c28bbeff254311ee80d228c2dd2980ba,11,11-1,11-1-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
c28bbeff254311ee80d228c2dd2980ba,11,11-2,11-2-1,Hu Tao,Yelan,Xingqiu,Zhongli
c28bbeff254311ee80d228c2dd2980ba,11,11-2,11-2-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
c28bbeff254311ee80d228c2dd2980ba,11,11-3,11-3-1,Hu Tao,Yelan,Xingqiu,Zhongli
c28bbeff254311ee80d228c2dd2980ba,11,11-3,11-3-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
c28bbeff254311ee80d228c2dd2980ba,12,12-1,12-1-1,Hu Tao,Yelan,Xingqiu,Zhongli
c28bbeff254311ee80d228c2dd2980ba,12,12-1,12-1-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
c28bbeff254311ee80d228c2dd2980ba,12,12-2,12-2-1,Hu Tao,Yelan,Xingqiu,Zhongli
c28bbeff254311ee80d228c2dd2980ba,12,12-2,12-2-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
c28bbeff254311ee80d228c2dd2980ba,12,12-3,12-3-1,Hu Tao,Yelan,Xingqiu,Zhongli
c28bbeff254311ee80d228c2dd2980ba,12,12-3,12-3-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
c28bbf00254311ee90ae28c2dd2980ba,11,11-1,11-1-1,Tartaglia,Xiangling,Sucrose,Bennett
c28bbf00254311ee90ae28c2dd2980ba,11,11-1,11-1-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
c28bbf00254311ee90ae28c2dd2980ba,11,11-2,11-2-1,Tartaglia,Xiangling,Sucrose,Bennett
c28bbf00254311ee90ae28c2dd2980ba,11,11-2,11-2-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
c28bbf00254311ee90ae28c2dd2980ba,11,11-3,11-3-1,Tartaglia,Xiangling,Sucrose,Bennett
