uid,floor,chamber,half,ch1,ch2,ch3,ch4
4a556bc84f4811ed808c14dda990290e,11,11-1,11-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
4a556bc84f4811ed808c14dda990290e,11,11-1,11-1-2,Sangonomiya Kokomi,Beidou,Fischl,Sucrose
4a556bc84f4811ed808c14dda990290e,11,11-2,11-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
4a556bc84f4811ed808c14dda990290e,11,11-2,11-2-2,Sangonomiya Kokomi,Beidou,Fischl,Sucrose
4a556bc84f4811ed808c14dda990290e,11,11-3,11-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
4a556bc84f4811ed808c14dda990290e,11,11-3,11-3-2,Sangonomiya Kokomi,Beidou,Fischl,Sucrose
4a556bc84f4811ed808c14dda990290e,12,12-1,12-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
4a556bc84f4811ed808c14dda990290e,12,12-1,12-1-2,Kamisato Ayato,Xingqiu,Fischl,Sucrose
4a556bc84f4811ed808c14dda990290e,12,12-2,12-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
4a556bc84f4811ed808c14dda990290e,12,12-2,12-2-2,Kamisato Ayato,Xingqiu,Fischl,Sucrose
4a556bc84f4811ed808c14dda990290e,12,12-3,12-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
4a556bc84f4811ed808c14dda990290e,12,12-3,12-3-2,Kamisato Ayato,Xingqiu,Fischl,Sucrose
4a556bc94f4811eda3ac14dda990290e,11,11-1,11-1-1,Traveler,Lisa,Kaedehara Kazuha,Yae Miko
4a556bc94f4811eda3ac14dda990290e,11,11-1,11-1-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Yelan
4a556bc94f4811eda3ac14dda990290e,11,11-2,11-2-1,Traveler,Lisa,Kaedehara Kazuha,Yae Miko
4a556bc94f4811eda3ac14dda990290e,11,11-2,11-2-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Yelan
4a556bc94f4811eda3ac14dda990290e,11,11-3,11-3-1,Traveler,Lisa,Kaedehara Kazuha,Yae Miko
4a556bc94f4811eda3ac14dda990290e,11,11-3,11-3-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Yelan
4a556bc94f4811eda3ac14dda990290e,12,12-1,12-1-1,Traveler,Lisa,Kuki Shinobu,Kaedehara Kazuha
4a556bc94f4811eda3ac14dda990290e,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Jean,Yelan
4a556bc94f4811eda3ac14dda990290e,12,12-2,12-2-1,Traveler,Lisa,Kuki Shinobu,Kaedehara Kazuha
4a556bc94f4811eda3ac14dda990290e,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Jean,Yelan
4a556bc94f4811eda3ac14dda990290e,12,12-3,12-3-1,Traveler,Lisa,Kuki Shinobu,Kaedehara Kazuha
4a556bc94f4811eda3ac14dda990290e,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Jean,Yelan
4a556bca4f4811ed961c14dda990290e,11,11-1,11-1-1,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Diona
4a556bca4f4811ed961c14dda990290e,11,11-1,11-1-2,Hu Tao,Xingqiu,Yelan,Fischl
4a556bca4f4811ed961c14dda990290e,11,11-2,11-2-1,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Diona
