uid,floor,chamber,half,ch1,ch2,ch3,ch4
62e094635520a2b1160c676e,11,11-1,11-1-1,Ganyu,Kamisato Ayaka,Shenhe,Diona
62e094635520a2b1160c676e,11,11-1,11-1-2,Tartaglia,Bennett,Kaedehara Kazuha,Mona
62e094635520a2b1160c676e,11,11-2,11-2-1,Ganyu,Kamisato Ayaka,Shenhe,Diona
62e094635520a2b1160c676e,11,11-2,11-2-2,Tartaglia,Bennett,Kaedehara Kazuha,Mona
62e094635520a2b1160c676e,11,11-3,11-3-1,Ganyu,Kamisato Ayaka,Shenhe,Diona
62e094635520a2b1160c676e,11,11-3,11-3-2,Tartaglia,Bennett,Kaedehara Kazuha,Mona
62e094635520a2b1160c676e,12,12-1,12-1-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling
62e094635520a2b1160c676e,12,12-1,12-1-2,Zhongli,Ganyu,Kamisato Ayaka,Shenhe
62e094635520a2b1160c676e,12,12-2,12-2-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling
62e094635520a2b1160c676e,12,12-2,12-2-2,Zhongli,Ganyu,Kamisato Ayaka,Shenhe
62e094635520a2b1160c676e,12,12-3,12-3-1,Tartaglia,Bennett,Kaedehara Kazuha,Xiangling
62e094635520a2b1160c676e,12,12-3,12-3-2,Zhongli,Ganyu,Kamisato Ayaka,Shenhe
62aaad99a07c586fdc0b4174,11,11-1,11-1-1,Raiden Shogun,Zhongli,Kaedehara Kazuha,Bennett
62aaad99a07c586fdc0b4174,11,11-1,11-1-2,Kamisato Ayaka,Shenhe,Venti,Sangonomiya Kokomi
62aaad99a07c586fdc0b4174,11,11-2,11-2-1,Raiden Shogun,Zhongli,Kaedehara Kazuha,Bennett
62aaad99a07c586fdc0b4174,11,11-2,11-2-2,Kamisato Ayaka,Shenhe,Venti,Sangonomiya Kokomi
62aaad99a07c586fdc0b4174,11,11-3,11-3-1,Raiden Shogun,Zhongli,Kaedehara Kazuha,Bennett
62aaad99a07c586fdc0b4174,11,11-3,11-3-2,Kamisato Ayaka,Shenhe,Venti,Sangonomiya Kokomi
62aaad99a07c586fdc0b4174,12,12-1,12-1-1,Kamisato Ayaka,Shenhe,Venti,Sangonomiya Kokomi
62aaad99a07c586fdc0b4174,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Kaedehara Kazuha,Bennett
62aaad99a07c586fdc0b4174,12,12-2,12-2-1,Kamisato Ayaka,Shenhe,Venti,Sangonomiya Kokomi
62aaad99a07c586fdc0b4174,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Kaedehara Kazuha,Bennett
62aaad99a07c586fdc0b4174,12,12-3,12-3-1,Kamisato Ayaka,Shenhe,Venti,Sangonomiya Kokomi
62aaad99a07c586fdc0b4174,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Kaedehara Kazuha,Bennett
62d78a17355465bfe0485d63,11,11-1,11-1-1,Raiden Shogun,Yae Miko,Xiangling,Bennett
62d78a17355465bfe0485d63,11,11-1,11-1-2,Kaedehara Kazuha,Yoimiya,Xingqiu,Jean
62d78a17355465bfe0485d63,11,11-2,11-2-1,Raiden Shogun,Yae Miko,Xiangling,Bennett
62d78a17355465bfe0485d63,11,11-2,11-2-2,Kaedehara Kazuha,Yoimiya,Xingqiu,Jean
62d78a17355465bfe0485d63,11,11-3,11-3-1,Raiden Shogun,Yae Miko,Xiangling,Bennett
62d78a17355465bfe0485d63,11,11-3,11-3-2,Kaedehara Kazuha,Yoimiya,Xingqiu,Jean
62d78a17355465bfe0485d63,12,12-1,12-1-1,Kaedehara Kazuha,Rosaria,Diona,Jean
62d78a17355465bfe0485d63,12,12-1,12-1-2,Raiden Shogun,Yae Miko,Xiangling,Bennett
62d78a17355465bfe0485d63,12,12-2,12-2-1,Kaedehara Kazuha,Rosaria,Diona,Jean
62d78a17355465bfe0485d63,12,12-2,12-2-2,Raiden Shogun,Yae Miko,Xiangling,Bennett
62d78a17355465bfe0485d63,12,12-3,12-3-1,Kaedehara Kazuha,Rosaria,Diona,Jean
62d78a17355465bfe0485d63,12,12-3,12-3-2,Raiden Shogun,Yae Miko,Xiangling,Bennett
62fbd9ba1422c7f50c3500f3,11,11-1,11-1-1,Ganyu,Bennett,Xiangling,Zhongli
62fbd9ba1422c7f50c3500f3,11,11-1,11-1-2,Sangonomiya Kokomi,Raiden Shogun,Xingqiu,Kaedehara Kazuha
62fbd9ba1422c7f50c3500f3,11,11-2,11-2-1,Ganyu,Bennett,Xiangling,Zhongli
62fbd9ba1422c7f50c3500f3,11,11-2,11-2-2,Sangonomiya Kokomi,Raiden Shogun,Xingqiu,Kaedehara Kazuha
62fbd9ba1422c7f50c3500f3,11,11-3,11-3-1,Ganyu,Bennett,Xiangling,Zhongli
62fbd9ba1422c7f50c3500f3,11,11-3,11-3-2,Sangonomiya Kokomi,Raiden Shogun,Xingqiu,Kaedehara Kazuha
62fbd9ba1422c7f50c3500f3,12,12-1,12-1-1,Beidou,Xingqiu,Bennett,Kaedehara Kazuha
62fbd9ba1422c7f50c3500f3,12,12-1,12-1-2,Eula,Fischl,Raiden Shogun,Zhongli
62fbd9ba1422c7f50c3500f3,12,12-2,12-2-1,Beidou,Xingqiu,Bennett,Kaedehara Kazuha
62fbd9ba1422c7f50c3500f3,12,12-2,12-2-2,Eula,Fischl,Raiden Shogun,Zhongli
62fbd9ba1422c7f50c3500f3,12,12-3,12-3-1,Beidou,Xingqiu,Bennett,Kaedehara Kazuha
62fbd9ba1422c7f50c3500f3,12,12-3,12-3-2,Eula,Fischl,Raiden Shogun,Zhongli
62a5a6cafd228199b1a4e428,11,11-1,11-1-1,Sucrose,Xingqiu,Fischl,Beidou
62a5a6cafd228199b1a4e428,11,11-1,11-1-2,Kaeya,Rosaria,Xiangling,Bennett
62a5a6cafd228199b1a4e428,11,11-2,11-2-1,Sucrose,Xingqiu,Fischl,Beidou
62a5a6cafd228199b1a4e428,11,11-2,11-2-2,Kaeya,Rosaria,Xiangling,Bennett
62a5a6cafd228199b1a4e428,11,11-3,11-3-1,Sucrose,Xingqiu,Fischl,Beidou
62a5a6cafd228199b1a4e428,11,11-3,11-3-2,Kaeya,Rosaria,Xiangling,Bennett
62a5a6cafd228199b1a4e428,12,12-1,12-1-1,Sucrose,Xingqiu,Fischl,Beidou
62a5a6cafd228199b1a4e428,12,12-1,12-1-2,Kaeya,Rosaria,Xiangling,Bennett
62a5a6cafd228199b1a4e428,12,12-2,12-2-1,Sucrose,Xingqiu,Fischl,Beidou
