uid,phase,name,level,cons,weapon,artifacts,element
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Raiden Shogun,90,3,Engulfing Lightning,Emblem of Severed Fate,Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Yae Miko,90,2,Kagura's Verity,Golden Troupe,Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Lisa,90,6,Kagura's Verity,"Gladiator's Finale, Thundering Fury",Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Beidou,90,6,Beacon of the Reed Sea,Emblem of Severed Fate,Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Kujou Sara,90,6,Skyward Harp,Emblem of Severed Fate,Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Kuki Shinobu,90,2,Dark Iron Sword,Tenacity of the Millelith,Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Traveler,89,6,Sacrificial Sword,"Emblem of Severed Fate, Gilded Dreams",Dendro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Jean,88,3,Primordial Jade Cutter,Noblesse Oblige,Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Venti,88,4,The Stringless,Viridescent Venerer,Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Zhongli,88,0,Staff of Homa,"Gladiator's Finale, Tenacity of the Millelith",Geo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Ganyu,88,2,Polar Star,Wanderer's Troupe,Cryo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Yelan,88,0,Aqua Simulacra,"Emblem of Severed Fate, Heart of Depth",Hydro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Nahida,88,0,Fruit of Fulfillment,Deepwood Memories,Dendro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Furina,88,0,Festering Desire,Golden Troupe,Hydro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Navia,88,0,Verdict,"Gladiator's Finale, Marechaussee Hunter",Geo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Klee,80,0,Dodoco Tales,"Crimson Witch of Flames, Gladiator's Finale",Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Mona,80,0,Skyward Atlas,Emblem of Severed Fate,Hydro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Keqing,80,4,The Black Sword,"Shimenawa's Reminiscence, Thundersoother",Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Kaedehara Kazuha,80,0,Sacrificial Sword,Viridescent Venerer,Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Yoimiya,80,0,Polar Star,Shimenawa's Reminiscence,Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Sangonomiya Kokomi,80,0,Oathsworn Eye,Ocean-Hued Clam,Hydro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Shenhe,80,0,Favonius Lance,"Gladiator's Finale, Shimenawa's Reminiscence",Cryo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Barbara,80,6,Thrilling Tales of Dragon Slayers,"Gladiator's Finale, Ocean-Hued Clam",Hydro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Xiangling,80,6,"""The Catch""",Emblem of Severed Fate,Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Xingqiu,80,6,Sacrificial Sword,Emblem of Severed Fate,Hydro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Ningguang,80,6,Solar Pearl,"Archaic Petra, Shimenawa's Reminiscence",Geo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Noelle,80,6,Serpent Spine,"Archaic Petra, Retracing Bolide",Geo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Diona,80,6,Sacrificial Bow,"Emblem of Severed Fate, Maiden Beloved",Cryo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Sucrose,80,6,Sacrificial Fragments,Viridescent Venerer,Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Rosaria,80,6,Primordial Jade Winged-Spear,Blizzard Strayer,Cryo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Yanfei,80,6,Lost Prayer to the Sacred Winds,"Crimson Witch of Flames, Wanderer's Troupe",Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Sayu,80,6,Katsuragikiri Nagamasa,Viridescent Venerer,Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Yun Jin,80,6,Lithic Spear,Husk of Opulent Dreams,Geo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Collei,80,5,Fading Twilight,"Deepwood Memories, Gilded Dreams",Dendro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Faruzan,80,1,King's Squire,"Gilded Dreams, Wanderer's Troupe",Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Eula,79,0,Snow-Tombed Starsilver,Pale Flame,Cryo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Dehya,79,0,Wolf's Gravestone,"Gladiator's Finale, Tenacity of the Millelith",Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Amber,79,5,Rust,"Crimson Witch of Flames, Wanderer's Troupe",Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Fischl,79,6,Favonius Warbow,"Shimenawa's Reminiscence, Thundering Fury",Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Xinyan,79,6,Whiteblind,"Bloodstained Chivalry, Emblem of Severed Fate",Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Kirara,79,0,Amenoma Kageuchi,"Deepwood Memories, Gilded Dreams",Dendro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Dori,79,1,Favonius Greatsword,"Emblem of Severed Fate, Thundering Fury",Electro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Candace,79,4,Staff of the Scarlet Sands,"Gilded Dreams, Tenacity of the Millelith",Hydro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Yaoyao,79,0,Moonpiercer,Deepwood Memories,Dendro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Lynette,79,0,Skyward Blade,"Tenacity of the Millelith, Viridescent Venerer",Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Chevreuse,79,0,Ballad of the Fjords,Golden Troupe,Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Xianyun,79,0,Crane's Echoing Call,"Song of Days Past, Viridescent Venerer",Anemo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Bennett,70,6,Aquila Favonia,Noblesse Oblige,Pyro
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Freminet,70,0,Talking Stick,Golden Troupe,Cryo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Charlotte,70,1,Ballad of the Boundless Blue,"Noblesse Oblige, Shimenawa's Reminiscence",Cryo
722ed5bdcbca11ee823928c2dd2980ba,2.2b,Shikanoin Heizou,70,0,The Widsith,Viridescent Venerer,Anemo
