uid,floor,chamber,half,ch1,ch2,ch3,ch4
37def4c55ec911edb4f014dda990290e,11,11-1,11-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
37def4c55ec911edb4f014dda990290e,11,11-1,11-1-2,Sangonomiya Kokomi,Beidou,Fischl,Sucrose
37def4c55ec911edb4f014dda990290e,11,11-2,11-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
37def4c55ec911edb4f014dda990290e,11,11-2,11-2-2,Sangonomiya Kokomi,Beidou,Fischl,Sucrose
37def4c55ec911edb4f014dda990290e,11,11-3,11-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
37def4c55ec911edb4f014dda990290e,11,11-3,11-3-2,Sangonomiya Kokomi,Beidou,Fischl,Sucrose
37def4c55ec911edb4f014dda990290e,12,12-1,12-1-1,Nilou,Sangonomiya Kokomi,Traveler,Collei
37def4c55ec911edb4f014dda990290e,12,12-1,12-1-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
37def4c55ec911edb4f014dda990290e,12,12-2,12-2-1,Nilou,Sangonomiya Kokomi,Traveler,Collei
37def4c55ec911edb4f014dda990290e,12,12-2,12-2-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
37def4c55ec911edb4f014dda990290e,12,12-3,12-3-1,Nilou,Sangonomiya Kokomi,Traveler,Collei
37def4c55ec911edb4f014dda990290e,12,12-3,12-3-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
37def4c65ec911eda2b914dda990290e,11,11-1,11-1-1,Lisa,Nahida,Kaedehara Kazuha,Yae Miko
37def4c65ec911eda2b914dda990290e,11,11-1,11-1-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Yelan
37def4c65ec911eda2b914dda990290e,11,11-2,11-2-1,Lisa,Nahida,Kaedehara Kazuha,Yae Miko
37def4c65ec911eda2b914dda990290e,11,11-2,11-2-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Yelan
37def4c65ec911eda2b914dda990290e,11,11-3,11-3-1,Lisa,Nahida,Kaedehara Kazuha,Yae Miko
37def4c65ec911eda2b914dda990290e,11,11-3,11-3-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Yelan
37def4c65ec911eda2b914dda990290e,12,12-1,12-1-1,Nahida,Lisa,Kuki Shinobu,Kaedehara Kazuha
37def4c65ec911eda2b914dda990290e,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Jean,Yelan
37def4c65ec911eda2b914dda990290e,12,12-2,12-2-1,Nahida,Lisa,Kuki Shinobu,Kaedehara Kazuha
37def4c65ec911eda2b914dda990290e,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Jean,Yelan
37def4c65ec911eda2b914dda990290e,12,12-3,12-3-1,Nahida,Lisa,Kuki Shinobu,Kaedehara Kazuha
