uid,floor,chamber,half,ch1,ch2,ch3,ch4
5693471de4f711eca29428c2dd2980ba,11,11-1,11-1-1,Beidou,Lisa,Sangonomiya Kokomi,Yae Miko
5693471de4f711eca29428c2dd2980ba,11,11-1,11-1-2,Raiden Shogun,Kujou Sara,Jean,Xiangling
5693471de4f711eca29428c2dd2980ba,11,11-2,11-2-1,Beidou,Lisa,Sangonomiya Kokomi,Yae Miko
5693471de4f711eca29428c2dd2980ba,11,11-2,11-2-2,Raiden Shogun,Kujou Sara,Jean,Xiangling
5693471de4f711eca29428c2dd2980ba,11,11-3,11-3-1,Beidou,Lisa,Sangonomiya Kokomi,Yae Miko
5693471de4f711eca29428c2dd2980ba,11,11-3,11-3-2,Raiden Shogun,Kujou Sara,Jean,Xiangling
5693471de4f711eca29428c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Kujou Sara,Jean,Xingqiu
5693471de4f711eca29428c2dd2980ba,12,12-1,12-1-2,Beidou,Lisa,Sangonomiya Kokomi,Xiangling
5693471de4f711eca29428c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Kujou Sara,Jean,Xingqiu
5693471de4f711eca29428c2dd2980ba,12,12-2,12-2-2,Beidou,Lisa,Sangonomiya Kokomi,Xiangling
5693471de4f711eca29428c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Kujou Sara,Jean,Xingqiu
5693471de4f711eca29428c2dd2980ba,12,12-3,12-3-2,Beidou,Lisa,Sangonomiya Kokomi,Xiangling
5693471ee4f711ecb39328c2dd2980ba,11,11-1,11-1-1,Yoimiya,Fischl,Xingqiu,Bennett
5693471ee4f711ecb39328c2dd2980ba,11,11-1,11-1-2,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
5693471ee4f711ecb39328c2dd2980ba,11,11-2,11-2-1,Yoimiya,Fischl,Xingqiu,Bennett
5693471ee4f711ecb39328c2dd2980ba,11,11-2,11-2-2,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
5693471ee4f711ecb39328c2dd2980ba,11,11-3,11-3-1,Yoimiya,Fischl,Xingqiu,Bennett
5693471ee4f711ecb39328c2dd2980ba,11,11-3,11-3-2,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
5693471ee4f711ecb39328c2dd2980ba,12,12-1,12-1-1,Kamisato Ayato,Raiden Shogun,Venti,Sangonomiya Kokomi
5693471ee4f711ecb39328c2dd2980ba,12,12-1,12-1-2,Yoimiya,Fischl,Xingqiu,Bennett
