uid,floor,chamber,half,ch1,ch2,ch3,ch4
aa19a00f6b4011eebafe28c2dd2980ba,11,11-1,11-1-1,Nahida,Raiden Shogun,Xingqiu,Yelan
aa19a00f6b4011eebafe28c2dd2980ba,11,11-1,11-1-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
aa19a00f6b4011eebafe28c2dd2980ba,11,11-2,11-2-1,Nahida,Raiden Shogun,Xingqiu,Yelan
aa19a00f6b4011eebafe28c2dd2980ba,11,11-2,11-2-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
aa19a00f6b4011eebafe28c2dd2980ba,11,11-3,11-3-1,Nahida,Raiden Shogun,Xingqiu,Yelan
aa19a00f6b4011eebafe28c2dd2980ba,11,11-3,11-3-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
aa19a00f6b4011eebafe28c2dd2980ba,12,12-1,12-1-1,Hu Tao,Xingqiu,Fischl,Zhongli
aa19a00f6b4011eebafe28c2dd2980ba,12,12-1,12-1-2,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
aa19a00f6b4011eebafe28c2dd2980ba,12,12-2,12-2-1,Hu Tao,Xingqiu,Fischl,Zhongli
aa19a00f6b4011eebafe28c2dd2980ba,12,12-2,12-2-2,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
aa19a00f6b4011eebafe28c2dd2980ba,12,12-3,12-3-1,Hu Tao,Xingqiu,Fischl,Zhongli
aa19a00f6b4011eebafe28c2dd2980ba,12,12-3,12-3-2,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
aa19c6356b4011ee92da28c2dd2980ba,11,11-1,11-1-1,Neuvillette,Fischl,Venti,Dehya
aa19c6356b4011ee92da28c2dd2980ba,11,11-1,11-1-2,Klee,Nahida,Kaedehara Kazuha,Bennett
aa19c6356b4011ee92da28c2dd2980ba,11,11-2,11-2-1,Neuvillette,Fischl,Venti,Dehya
aa19c6356b4011ee92da28c2dd2980ba,11,11-2,11-2-2,Klee,Nahida,Kaedehara Kazuha,Bennett
aa19c6356b4011ee92da28c2dd2980ba,11,11-3,11-3-1,Neuvillette,Fischl,Venti,Dehya
aa19c6356b4011ee92da28c2dd2980ba,11,11-3,11-3-2,Klee,Nahida,Kaedehara Kazuha,Bennett
aa19c6356b4011ee92da28c2dd2980ba,12,12-1,12-1-1,Klee,Nahida,Xingqiu,Bennett
aa19c6356b4011ee92da28c2dd2980ba,12,12-1,12-1-2,Neuvillette,Fischl,Venti,Dehya
aa19c6356b4011ee92da28c2dd2980ba,12,12-2,12-2-1,Klee,Nahida,Xingqiu,Bennett
aa19c6356b4011ee92da28c2dd2980ba,12,12-2,12-2-2,Neuvillette,Fischl,Kaedehara Kazuha,Yaoyao
aa19c6356b4011ee92da28c2dd2980ba,12,12-3,12-3-1,Klee,Nahida,Xingqiu,Bennett
aa19c6356b4011ee92da28c2dd2980ba,12,12-3,12-3-2,Neuvillette,Fischl,Kaedehara Kazuha,Yaoyao
aa19c6366b4011ee93a928c2dd2980ba,11,11-1,11-1-1,Wanderer,Venti,Faruzan,Mika
aa19c6366b4011ee93a928c2dd2980ba,11,11-1,11-1-2,Lyney,Kaedehara Kazuha,Bennett,Zhongli
aa19c6366b4011ee93a928c2dd2980ba,11,11-2,11-2-1,Wanderer,Venti,Faruzan,Mika
aa19c6366b4011ee93a928c2dd2980ba,11,11-2,11-2-2,Lyney,Kaedehara Kazuha,Bennett,Zhongli
aa19c6366b4011ee93a928c2dd2980ba,11,11-3,11-3-1,Wanderer,Venti,Faruzan,Mika
aa19c6366b4011ee93a928c2dd2980ba,11,11-3,11-3-2,Lyney,Kaedehara Kazuha,Bennett,Zhongli
aa19c6366b4011ee93a928c2dd2980ba,12,12-1,12-1-1,Tighnari,Xingqiu,Traveler,Kuki Shinobu
aa19c6366b4011ee93a928c2dd2980ba,12,12-1,12-1-2,Lyney,Kaedehara Kazuha,Bennett,Zhongli
aa19c6366b4011ee93a928c2dd2980ba,12,12-2,12-2-1,Tighnari,Xingqiu,Traveler,Kuki Shinobu
aa19c6366b4011ee93a928c2dd2980ba,12,12-2,12-2-2,Lyney,Kaedehara Kazuha,Bennett,Zhongli
aa19c6366b4011ee93a928c2dd2980ba,12,12-3,12-3-1,Tighnari,Xingqiu,Traveler,Kuki Shinobu
aa19c6366b4011ee93a928c2dd2980ba,12,12-3,12-3-2,Lyney,Kaedehara Kazuha,Bennett,Zhongli
aa19c6376b4011ee976a28c2dd2980ba,11,11-1,11-1-1,Kaedehara Kazuha,Fischl,Sangonomiya Kokomi,Nahida
aa19c6376b4011ee976a28c2dd2980ba,11,11-1,11-1-2,Sucrose,Xingqiu,Diona,Kamisato Ayaka
aa19c6376b4011ee976a28c2dd2980ba,11,11-2,11-2-1,Kaedehara Kazuha,Fischl,Sangonomiya Kokomi,Nahida
aa19c6376b4011ee976a28c2dd2980ba,11,11-2,11-2-2,Sucrose,Xingqiu,Diona,Kamisato Ayaka
aa19c6376b4011ee976a28c2dd2980ba,11,11-3,11-3-1,Kaedehara Kazuha,Fischl,Sangonomiya Kokomi,Nahida
aa19c6376b4011ee976a28c2dd2980ba,11,11-3,11-3-2,Sucrose,Xingqiu,Diona,Kamisato Ayaka
aa19c6376b4011ee976a28c2dd2980ba,12,12-1,12-1-1,Kaedehara Kazuha,Xingqiu,Bennett,Xiangling
aa19c6376b4011ee976a28c2dd2980ba,12,12-1,12-1-2,Nahida,Fischl,Sangonomiya Kokomi,Beidou
aa19c6376b4011ee976a28c2dd2980ba,12,12-2,12-2-1,Kaedehara Kazuha,Xingqiu,Bennett,Xiangling
