uid,name,element,level,cons,weapon,artifacts
5ed62e22040d11ee83a428c2dd2980ba,Yoimiya,Pyro,90,2,Thundering Pulse,"Echoes of an Offering, Gladiator's Finale"
5ed62e22040d11ee83a428c2dd2980ba,Raiden Shogun,Electro,90,1,Engulfing Lightning,Emblem of Severed Fate
5ed62e22040d11ee83a428c2dd2980ba,Fischl,Electro,89,6,Aqua Simulacra,"Emblem of Severed Fate, Flex"
5ed62e22040d11ee83a428c2dd2980ba,Sangonomiya Kokomi,Hydro,89,0,Thrilling Tales of Dragon Slayers,Ocean-Hued Clam
5ed62e22040d11ee83a428c2dd2980ba,Yun Jin,Geo,89,6,"""The Catch""",Husk of Opulent Dreams
5ed62e22040d11ee83a428c2dd2980ba,Klee,Pyro,90,0,Solar Pearl,Wanderer's Troupe
5ed62e22040d11ee83a428c2dd2980ba,Kamisato Ayato,Hydro,90,0,The Black Sword,Gladiator's Finale
5ed62e22040d11ee83a428c2dd2980ba,Qiqi,Cryo,80,3,Favonius Sword,Ocean-Hued Clam
5ed62e22040d11ee83a428c2dd2980ba,Jean,Anemo,90,2,Toukabou Shigure,
5ed62e22040d11ee83a428c2dd2980ba,Venti,Anemo,90,0,Elegy for the End,Viridescent Venerer
5ed62e22040d11ee83a428c2dd2980ba,Arataki Itto,Geo,90,0,Snow-Tombed Starsilver,
5ed62e22040d11ee83a428c2dd2980ba,Nahida,Dendro,90,0,The Widsith,"Gilded Dreams, Wanderer's Troupe"
5ed62e22040d11ee83a428c2dd2980ba,Wanderer,Anemo,90,1,Lost Prayer to the Sacred Winds,"Viridescent Venerer, Flex"
5ed62e22040d11ee83a428c2dd2980ba,Dehya,Pyro,90,0,Katsuragikiri Nagamasa,Vourukasha's Glow
5ed62e22040d11ee83a428c2dd2980ba,Shenhe,Cryo,89,0,Favonius Lance,"Emblem of Severed Fate, Shimenawa's Reminiscence"
5ed62e22040d11ee83a428c2dd2980ba,Tighnari,Dendro,89,0,Skyward Harp,"Gilded Dreams, Noblesse Oblige"
5ed62e22040d11ee83a428c2dd2980ba,Cyno,Electro,89,1,Staff of the Scarlet Sands,Gilded Dreams
5ed62e22040d11ee83a428c2dd2980ba,Kuki Shinobu,Electro,89,6,Iron Sting,Deepwood Memories
5ed62e22040d11ee83a428c2dd2980ba,Kirara,Dendro,89,0,Sacrificial Sword,"Flower of Paradise Lost, Vourukasha's Glow"
5ed62e22040d11ee83a428c2dd2980ba,Kamisato Ayaka,Cryo,85,0,Amenoma Kageuchi,Blizzard Strayer
5ed62e22040d11ee83a428c2dd2980ba,Xiao,Anemo,81,0,Primordial Jade Winged-Spear,Vermillion Hereafter
5ed62e22040d11ee83a428c2dd2980ba,Zhongli,Geo,81,0,Favonius Lance,Deepwood Memories
5ed62e22040d11ee83a428c2dd2980ba,Sayu,Anemo,81,6,Wolf's Gravestone,Viridescent Venerer
5ed62e22040d11ee83a428c2dd2980ba,Albedo,Geo,80,0,Cinnabar Spindle,Husk of Opulent Dreams
5ed62e22040d11ee83a428c2dd2980ba,Mona,Hydro,80,3,Oathsworn Eye,Flex
5ed62e22040d11ee83a428c2dd2980ba,Keqing,Electro,80,4,Dull Blade,
5ed62e22040d11ee83a428c2dd2980ba,Kaedehara Kazuha,Anemo,80,0,Xiphos' Moonlight,Viridescent Venerer
5ed62e22040d11ee83a428c2dd2980ba,Barbara,Hydro,80,6,Prototype Amber,Ocean-Hued Clam
5ed62e22040d11ee83a428c2dd2980ba,Xiangling,Pyro,80,6,Dragonspine Spear,Flex
5ed62e22040d11ee83a428c2dd2980ba,Beidou,Electro,80,6,Serpent Spine,"Flower of Paradise Lost, Wanderer's Troupe"
5ed62e22040d11ee83a428c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,Emblem of Severed Fate
5ed62e22040d11ee83a428c2dd2980ba,Ningguang,Geo,80,6,Dodoco Tales,
