uid,name,element,level,cons,weapon,artifacts
aada9c8fddc111edb31c28c2dd2980ba,Yoimiya,Pyro,90,1,Thundering Pulse,"Echoes of an Offering, Gladiator's Finale"
aada9c8fddc111edb31c28c2dd2980ba,Raiden Shogun,Electro,90,1,Engulfing Lightning,Emblem of Severed Fate
aada9c8fddc111edb31c28c2dd2980ba,Fischl,Electro,89,6,Aqua Simulacra,"Emblem of Severed Fate, Flex"
aada9c8fddc111edb31c28c2dd2980ba,Sangonomiya Kokomi,Hydro,89,0,Thrilling Tales of Dragon Slayers,Ocean-Hued Clam
aada9c8fddc111edb31c28c2dd2980ba,Yun Jin,Geo,89,6,"""The Catch""",Husk of Opulent Dreams
aada9c8fddc111edb31c28c2dd2980ba,Klee,Pyro,90,0,Solar Pearl,Wanderer's Troupe
aada9c8fddc111edb31c28c2dd2980ba,Kamisato Ayato,Hydro,90,0,The Black Sword,Gladiator's Finale
aada9c8fddc111edb31c28c2dd2980ba,Qiqi,Cryo,80,3,Favonius Sword,Ocean-Hued Clam
aada9c8fddc111edb31c28c2dd2980ba,Jean,Anemo,90,2,Toukabou Shigure,Flex
aada9c8fddc111edb31c28c2dd2980ba,Venti,Anemo,90,0,Elegy for the End,Viridescent Venerer
aada9c8fddc111edb31c28c2dd2980ba,Arataki Itto,Geo,90,0,Snow-Tombed Starsilver,
aada9c8fddc111edb31c28c2dd2980ba,Nahida,Dendro,90,0,The Widsith,"Gilded Dreams, Wanderer's Troupe"
aada9c8fddc111edb31c28c2dd2980ba,Wanderer,Anemo,90,1,Lost Prayer to the Sacred Winds,"Viridescent Venerer, Flex"
aada9c8fddc111edb31c28c2dd2980ba,Dehya,Pyro,90,0,Katsuragikiri Nagamasa,Gladiator's Finale
aada9c8fddc111edb31c28c2dd2980ba,Tighnari,Dendro,89,0,Skyward Harp,"Gilded Dreams, Noblesse Oblige"
aada9c8fddc111edb31c28c2dd2980ba,Cyno,Electro,89,1,Staff of the Scarlet Sands,Gilded Dreams
aada9c8fddc111edb31c28c2dd2980ba,Kuki Shinobu,Electro,89,6,Iron Sting,Deepwood Memories
aada9c8fddc111edb31c28c2dd2980ba,Shenhe,Cryo,89,0,Skyward Spine,"Emblem of Severed Fate, Shimenawa's Reminiscence"
aada9c8fddc111edb31c28c2dd2980ba,Kamisato Ayaka,Cryo,85,0,Amenoma Kageuchi,Blizzard Strayer
aada9c8fddc111edb31c28c2dd2980ba,Xiao,Anemo,81,0,Primordial Jade Winged-Spear,Vermillion Hereafter
