uid,name,element,level,cons,weapon,artifacts
ff71c124c54011edb9ea28c2dd2980ba,Yoimiya,Pyro,90,1,Thundering Pulse,"Echoes of an Offering, Gladiator's Finale"
ff71c124c54011edb9ea28c2dd2980ba,Raiden Shogun,Electro,90,1,Engulfing Lightning,Emblem of Severed Fate
ff71c124c54011edb9ea28c2dd2980ba,Fischl,Electro,89,6,Aqua Simulacra,"Emblem of Severed Fate, Flex"
ff71c124c54011edb9ea28c2dd2980ba,Sangonomiya Kokomi,Hydro,89,0,Thrilling Tales of Dragon Slayers,Ocean-Hued Clam
ff71c124c54011edb9ea28c2dd2980ba,Yun Jin,Geo,89,6,Skyward Spine,Husk of Opulent Dreams
ff71c124c54011edb9ea28c2dd2980ba,Klee,Pyro,90,0,Solar Pearl,Wanderer's Troupe
ff71c124c54011edb9ea28c2dd2980ba,Kamisato Ayato,Hydro,90,0,The Black Sword,Gladiator's Finale
ff71c124c54011edb9ea28c2dd2980ba,Qiqi,Cryo,80,3,Favonius Sword,Ocean-Hued Clam
ff71c124c54011edb9ea28c2dd2980ba,Jean,Anemo,90,2,Toukabou Shigure,Flex
ff71c124c54011edb9ea28c2dd2980ba,Venti,Anemo,90,0,Elegy for the End,Viridescent Venerer
ff71c124c54011edb9ea28c2dd2980ba,Arataki Itto,Geo,90,0,Snow-Tombed Starsilver,
ff71c124c54011edb9ea28c2dd2980ba,Nahida,Dendro,90,0,The Widsith,"Gilded Dreams, Wanderer's Troupe"
ff71c124c54011edb9ea28c2dd2980ba,Wanderer,Anemo,90,1,Lost Prayer to the Sacred Winds,"Viridescent Venerer, Flex"
ff71c124c54011edb9ea28c2dd2980ba,Tighnari,Dendro,89,0,Skyward Harp,"Gilded Dreams, Noblesse Oblige"
ff71c124c54011edb9ea28c2dd2980ba,Cyno,Electro,89,1,Staff of the Scarlet Sands,Gilded Dreams
ff71c124c54011edb9ea28c2dd2980ba,Kuki Shinobu,Electro,89,6,Iron Sting,"Wanderer's Troupe, Flex"
ff71c124c54011edb9ea28c2dd2980ba,Dehya,Pyro,89,0,Katsuragikiri Nagamasa,Gladiator's Finale
ff71c124c54011edb9ea28c2dd2980ba,Kamisato Ayaka,Cryo,85,0,Amenoma Kageuchi,Blizzard Strayer
ff71c124c54011edb9ea28c2dd2980ba,Xiao,Anemo,81,0,Primordial Jade Winged-Spear,Vermillion Hereafter
ff71c124c54011edb9ea28c2dd2980ba,Zhongli,Geo,81,0,Favonius Lance,Deepwood Memories
ff71c124c54011edb9ea28c2dd2980ba,Sayu,Anemo,81,6,Wolf's Gravestone,Viridescent Venerer
ff71c124c54011edb9ea28c2dd2980ba,Albedo,Geo,80,0,Cinnabar Spindle,Husk of Opulent Dreams
ff71c124c54011edb9ea28c2dd2980ba,Mona,Hydro,80,3,Oathsworn Eye,Flex
ff71c124c54011edb9ea28c2dd2980ba,Keqing,Electro,80,4,Dull Blade,
ff71c124c54011edb9ea28c2dd2980ba,Kaedehara Kazuha,Anemo,80,0,Sacrificial Sword,Viridescent Venerer
ff71c124c54011edb9ea28c2dd2980ba,Barbara,Hydro,80,6,Prototype Amber,Ocean-Hued Clam
ff71c124c54011edb9ea28c2dd2980ba,Xiangling,Pyro,80,6,Dragonspine Spear,
ff71c124c54011edb9ea28c2dd2980ba,Beidou,Electro,80,6,Serpent Spine,"Flower of Paradise Lost, Wanderer's Troupe"
ff71c124c54011edb9ea28c2dd2980ba,Xingqiu,Hydro,80,6,Sacrificial Sword,Emblem of Severed Fate
ff71c124c54011edb9ea28c2dd2980ba,Ningguang,Geo,80,6,Dodoco Tales,
ff71c124c54011edb9ea28c2dd2980ba,Bennett,Pyro,80,6,Sapwood Blade,Noblesse Oblige
ff71c124c54011edb9ea28c2dd2980ba,Noelle,Geo,80,6,Whiteblind,Husk of Opulent Dreams
ff71c124c54011edb9ea28c2dd2980ba,Diona,Cryo,80,6,Sacrificial Bow,"Heart of Depth, Flex"
ff71c124c54011edb9ea28c2dd2980ba,Sucrose,Anemo,80,6,Sacrificial Fragments,Viridescent Venerer
ff71c124c54011edb9ea28c2dd2980ba,Xinyan,Pyro,80,6,Sacrificial Greatsword,"Husk of Opulent Dreams, Flex"
ff71c124c54011edb9ea28c2dd2980ba,Rosaria,Cryo,80,5,Favonius Lance,"Blizzard Strayer, Flex"
ff71c124c54011edb9ea28c2dd2980ba,Yanfei,Pyro,80,6,Apprentice's Notes,
ff71c124c54011edb9ea28c2dd2980ba,Gorou,Geo,80,6,Amos' Bow,"Emblem of Severed Fate, Husk of Opulent Dreams"
ff71c124c54011edb9ea28c2dd2980ba,Kujou Sara,Electro,80,4,Fading Twilight,
ff71c124c54011edb9ea28c2dd2980ba,Collei,Dendro,80,4,Windblume Ode,Deepwood Memories
