uid,floor,chamber,half,ch1,ch2,ch3,ch4
f5ddeea2071311edb13728c2dd2980ba,11,11-1,11-1-1,Xiangling,Yelan,Sangonomiya Kokomi,Yae Miko
f5ddeea2071311edb13728c2dd2980ba,11,11-1,11-1-2,Beidou,Lisa,Jean,Kaedehara Kazuha
f5ddeea2071311edb13728c2dd2980ba,11,11-2,11-2-1,Xiangling,Yelan,Sangonomiya Kokomi,Yae Miko
f5ddeea2071311edb13728c2dd2980ba,11,11-2,11-2-2,Beidou,Lisa,Jean,Kaedehara Kazuha
f5ddeea2071311edb13728c2dd2980ba,11,11-3,11-3-1,Xiangling,Yelan,Sangonomiya Kokomi,Yae Miko
f5ddeea2071311edb13728c2dd2980ba,11,11-3,11-3-2,Beidou,Lisa,Jean,Kaedehara Kazuha
f5ddeea2071311edb13728c2dd2980ba,12,12-1,12-1-1,Xiangling,Lisa,Sangonomiya Kokomi,Kaedehara Kazuha
f5ddeea2071311edb13728c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Jean,Yelan
f5ddeea2071311edb13728c2dd2980ba,12,12-2,12-2-1,Xiangling,Lisa,Sangonomiya Kokomi,Kaedehara Kazuha
f5ddeea2071311edb13728c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Jean,Yelan
f5ddeea2071311edb13728c2dd2980ba,12,12-3,12-3-1,Xiangling,Lisa,Sangonomiya Kokomi,Kaedehara Kazuha
f5ddeea2071311edb13728c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Jean,Yelan
f5ddeea3071311ed93a928c2dd2980ba,11,11-1,11-1-1,Ganyu,Bennett,Xiangling,
f5ddeea3071311ed93a928c2dd2980ba,11,11-1,11-1-2,Kamisato Ayaka,Yelan,Kaedehara Kazuha,Diona
f5ddeea3071311ed93a928c2dd2980ba,11,11-2,11-2-1,Ganyu,Bennett,Xiangling,
f5ddeea3071311ed93a928c2dd2980ba,11,11-2,11-2-2,Kamisato Ayaka,Yelan,Kaedehara Kazuha,Diona
f5ddeea3071311ed93a928c2dd2980ba,11,11-3,11-3-1,Ganyu,Bennett,Xiangling,
f5ddeea3071311ed93a928c2dd2980ba,11,11-3,11-3-2,Kamisato Ayaka,Yelan,Kaedehara Kazuha,Diona
f5ddeea3071311ed93a928c2dd2980ba,12,12-1,12-1-1,Hu Tao,Xingqiu,Kaedehara Kazuha,Amber
f5ddeea3071311ed93a928c2dd2980ba,12,12-1,12-1-2,Ganyu,Bennett,Xiangling,
f5ddeea3071311ed93a928c2dd2980ba,12,12-2,12-2-1,Hu Tao,Xingqiu,Kaedehara Kazuha,Amber
f5ddeea3071311ed93a928c2dd2980ba,12,12-2,12-2-2,Ganyu,Bennett,Xiangling,
f5ddeea3071311ed93a928c2dd2980ba,12,12-3,12-3-1,Hu Tao,Xingqiu,Kaedehara Kazuha,Amber
f5ddeea3071311ed93a928c2dd2980ba,12,12-3,12-3-2,Ganyu,Bennett,Xiangling,
f5ddeea4071311ed80d428c2dd2980ba,11,11-1,11-1-1,Klee,Mona,Kaedehara Kazuha,Bennett
f5ddeea4071311ed80d428c2dd2980ba,11,11-1,11-1-2,Xiao,Albedo,Zhongli,Sangonomiya Kokomi
f5ddeea4071311ed80d428c2dd2980ba,11,11-2,11-2-1,Klee,Mona,Kaedehara Kazuha,Bennett
f5ddeea4071311ed80d428c2dd2980ba,11,11-2,11-2-2,Xiao,Albedo,Zhongli,Sangonomiya Kokomi
f5ddeea4071311ed80d428c2dd2980ba,11,11-3,11-3-1,Klee,Mona,Kaedehara Kazuha,Bennett
f5ddeea4071311ed80d428c2dd2980ba,11,11-3,11-3-2,Xiao,Albedo,Zhongli,Sangonomiya Kokomi
f5ddeea4071311ed80d428c2dd2980ba,12,12-1,12-1-1,Yoimiya,Xinyan,Venti,Kuki Shinobu
f5ddeea4071311ed80d428c2dd2980ba,12,12-1,12-1-2,Sangonomiya Kokomi,Raiden Shogun,Fischl,Xingqiu
f5ddeea4071311ed80d428c2dd2980ba,12,12-2,12-2-1,Yoimiya,Xinyan,Venti,Kuki Shinobu
f5ddeea4071311ed80d428c2dd2980ba,12,12-2,12-2-2,Sangonomiya Kokomi,Raiden Shogun,Fischl,Xingqiu
f5ddeea4071311ed80d428c2dd2980ba,12,12-3,12-3-1,Yoimiya,Xinyan,Venti,Kuki Shinobu
f5ddeea4071311ed80d428c2dd2980ba,12,12-3,12-3-2,Sangonomiya Kokomi,Raiden Shogun,Fischl,Xingqiu
f5ddeea5071311ed95d728c2dd2980ba,11,11-1,11-1-1,Hu Tao,Zhongli,Albedo,Xingqiu
f5ddeea5071311ed95d728c2dd2980ba,11,11-1,11-1-2,Xiao,Xinyan,Bennett,Sucrose
f5ddeea5071311ed95d728c2dd2980ba,11,11-2,11-2-1,Hu Tao,Zhongli,Albedo,Xingqiu
f5ddeea5071311ed95d728c2dd2980ba,11,11-2,11-2-2,Xiao,Xinyan,Bennett,Sucrose
f5ddeea5071311ed95d728c2dd2980ba,11,11-3,11-3-1,Hu Tao,Zhongli,Albedo,Xingqiu
f5ddeea5071311ed95d728c2dd2980ba,11,11-3,11-3-2,Xiao,Xinyan,Bennett,Sucrose
f5ddeea5071311ed95d728c2dd2980ba,12,12-1,12-1-1,Hu Tao,Zhongli,Albedo,Xingqiu
