uid,name,element,level,cons,weapon,artifacts
914a8a251b5711eea09328c2dd2980ba,Kamisato Ayaka,Cryo,90,0,Amenoma Kageuchi,Blizzard Strayer
914a8a251b5711eea09328c2dd2980ba,Ganyu,Cryo,90,1,Skyward Harp,Blizzard Strayer
914a8a251b5711eea09328c2dd2980ba,Keqing,Electro,90,3,The Black Sword,Thundering Fury
914a8a251b5711eea09328c2dd2980ba,Hu Tao,Pyro,90,1,Primordial Jade Winged-Spear,Crimson Witch of Flames
914a8a251b5711eea09328c2dd2980ba,Raiden Shogun,Electro,90,1,Dragon's Bane,Ocean-Hued Clam
914a8a251b5711eea09328c2dd2980ba,Sangonomiya Kokomi,Hydro,90,0,Sacrificial Fragments,Flower of Paradise Lost
914a8a251b5711eea09328c2dd2980ba,Yae Miko,Electro,90,0,The Widsith,"Thundering Fury, Flex"
914a8a251b5711eea09328c2dd2980ba,Yelan,Hydro,90,0,Aqua Simulacra,"Heart of Depth, Nymph's Dream"
914a8a251b5711eea09328c2dd2980ba,Nilou,Hydro,90,0,Iron Sting,"Tenacity of the Millelith, Vourukasha's Glow"
914a8a251b5711eea09328c2dd2980ba,Klee,Pyro,89,0,Apprentice's Notes,"Emblem of Severed Fate, Flex"
914a8a251b5711eea09328c2dd2980ba,Tartaglia,Hydro,89,0,The Stringless,"Heart of Depth, Shimenawa's Reminiscence"
914a8a251b5711eea09328c2dd2980ba,Albedo,Geo,89,1,Cinnabar Spindle,"Husk of Opulent Dreams, Flex"
914a8a251b5711eea09328c2dd2980ba,Kaedehara Kazuha,Anemo,89,0,Favonius Sword,Viridescent Venerer
914a8a251b5711eea09328c2dd2980ba,Nahida,Dendro,89,0,A Thousand Floating Dreams,Deepwood Memories
914a8a251b5711eea09328c2dd2980ba,Razor,Electro,89,6,Skyward Pride,Gladiator's Finale
914a8a251b5711eea09328c2dd2980ba,Amber,Pyro,89,1,Elegy for the End,Instructor
914a8a251b5711eea09328c2dd2980ba,Xiangling,Pyro,89,6,"""The Catch""",Emblem of Severed Fate
914a8a251b5711eea09328c2dd2980ba,Xingqiu,Hydro,89,6,Favonius Sword,Emblem of Severed Fate
914a8a251b5711eea09328c2dd2980ba,Ningguang,Geo,89,6,Dodoco Tales,
914a8a251b5711eea09328c2dd2980ba,Fischl,Electro,89,6,Prototype Crescent,"Gladiator's Finale, Thundering Fury"
914a8a251b5711eea09328c2dd2980ba,Bennett,Pyro,89,5,Favonius Sword,Noblesse Oblige
914a8a251b5711eea09328c2dd2980ba,Diona,Cryo,89,6,Rust,"Gilded Dreams, Flex"
914a8a251b5711eea09328c2dd2980ba,Sucrose,Anemo,89,6,Thrilling Tales of Dragon Slayers,"Gilded Dreams, Flex"
914a8a251b5711eea09328c2dd2980ba,Yanfei,Pyro,89,6,Oathsworn Eye,Crimson Witch of Flames
914a8a251b5711eea09328c2dd2980ba,Kujou Sara,Electro,89,6,Favonius Warbow,Emblem of Severed Fate
914a8a251b5711eea09328c2dd2980ba,Yun Jin,Geo,89,1,Skyward Spine,Shimenawa's Reminiscence
914a8a251b5711eea09328c2dd2980ba,Yaoyao,Dendro,89,0,Favonius Lance,"Deepwood Memories, Emblem of Severed Fate"
914a8a251b5711eea09328c2dd2980ba,Traveler,Dendro,80,5,Kagotsurube Isshin,
914a8a251b5711eea09328c2dd2980ba,Barbara,Hydro,79,6,Thrilling Tales of Dragon Slayers,Flex
914a8a251b5711eea09328c2dd2980ba,Beidou,Electro,70,6,Prototype Archaic,
914a8a251b5711eea09328c2dd2980ba,Qiqi,Cryo,59,2,Toukabou Shigure,
914a8a251b5711eea09328c2dd2980ba,Aloy,Cryo,50,0,Hunter's Bow,
914a8a251b5711eea09328c2dd2980ba,Lisa,Electro,50,0,Skyward Atlas,
914a8a251b5711eea09328c2dd2980ba,Kaeya,Cryo,50,4,Festering Desire,
914a8a251b5711eea09328c2dd2980ba,Chongyun,Cryo,50,2,Sacrificial Greatsword,
914a8a251b5711eea09328c2dd2980ba,Xinyan,Pyro,50,5,Serpent Spine,
