uid,floor,chamber,half,ch1,ch2,ch3,ch4
48153281209111ee80eb28c2dd2980ba,11,11-1,11-1-1,Hu Tao,Xingqiu,Amber,Kaedehara Kazuha
48153281209111ee80eb28c2dd2980ba,11,11-1,11-1-2,Nahida,Yaoyao,Nilou,Sangonomiya Kokomi
48153281209111ee80eb28c2dd2980ba,11,11-2,11-2-1,Hu Tao,Xingqiu,Amber,Kaedehara Kazuha
48153281209111ee80eb28c2dd2980ba,11,11-2,11-2-2,Nahida,Yaoyao,Nilou,Sangonomiya Kokomi
48153281209111ee80eb28c2dd2980ba,11,11-3,11-3-1,Hu Tao,Xingqiu,Amber,Kaedehara Kazuha
48153281209111ee80eb28c2dd2980ba,11,11-3,11-3-2,Nahida,Yaoyao,Nilou,Sangonomiya Kokomi
48153281209111ee80eb28c2dd2980ba,12,12-1,12-1-1,Nahida,Raiden Shogun,Xingqiu,Yelan
48153281209111ee80eb28c2dd2980ba,12,12-1,12-1-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
48153281209111ee80eb28c2dd2980ba,12,12-2,12-2-1,Nahida,Raiden Shogun,Xingqiu,Yelan
48153281209111ee80eb28c2dd2980ba,12,12-2,12-2-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
48153281209111ee80eb28c2dd2980ba,12,12-3,12-3-1,Nahida,Raiden Shogun,Xingqiu,Yelan
48153281209111ee80eb28c2dd2980ba,12,12-3,12-3-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
4815594e209111ee9ea328c2dd2980ba,11,11-1,11-1-1,Yoimiya,Xingqiu,Dehya,Sangonomiya Kokomi
4815594e209111ee9ea328c2dd2980ba,11,11-1,11-1-2,Kamisato Ayato,Fischl,Venti,Yaoyao
4815594e209111ee9ea328c2dd2980ba,11,11-2,11-2-1,Yoimiya,Xingqiu,Dehya,Sangonomiya Kokomi
4815594e209111ee9ea328c2dd2980ba,11,11-2,11-2-2,Kamisato Ayato,Fischl,Venti,Yaoyao
4815594e209111ee9ea328c2dd2980ba,11,11-3,11-3-1,Yoimiya,Xingqiu,Dehya,Sangonomiya Kokomi
4815594e209111ee9ea328c2dd2980ba,11,11-3,11-3-2,Kamisato Ayato,Fischl,Venti,Yaoyao
4815594e209111ee9ea328c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Fischl,Venti,Kirara
4815594e209111ee9ea328c2dd2980ba,12,12-1,12-1-2,Yoimiya,Nahida,Xingqiu,Bennett
4815594e209111ee9ea328c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Fischl,Venti,Kirara
4815594e209111ee9ea328c2dd2980ba,12,12-2,12-2-2,Yoimiya,Nahida,Xingqiu,Bennett
4815594e209111ee9ea328c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Fischl,Venti,Kirara
4815594e209111ee9ea328c2dd2980ba,12,12-3,12-3-2,Yoimiya,Nahida,Xingqiu,Bennett
4815594f209111ee90fb28c2dd2980ba,11,11-1,11-1-1,Tighnari,Xingqiu,Traveler,Kuki Shinobu
4815594f209111ee90fb28c2dd2980ba,11,11-1,11-1-2,Kaedehara Kazuha,Bennett,Chongyun,Venti
4815594f209111ee90fb28c2dd2980ba,11,11-2,11-2-1,Tighnari,Xingqiu,Traveler,Kuki Shinobu
4815594f209111ee90fb28c2dd2980ba,11,11-2,11-2-2,Kaedehara Kazuha,Bennett,Chongyun,Venti
4815594f209111ee90fb28c2dd2980ba,11,11-3,11-3-1,Tighnari,Xingqiu,Traveler,Kuki Shinobu
4815594f209111ee90fb28c2dd2980ba,11,11-3,11-3-2,Kaedehara Kazuha,Bennett,Chongyun,Venti
4815594f209111ee90fb28c2dd2980ba,12,12-1,12-1-1,Wanderer,Venti,Faruzan,Diona
4815594f209111ee90fb28c2dd2980ba,12,12-1,12-1-2,Kaedehara Kazuha,Bennett,Xingqiu,Tighnari
4815594f209111ee90fb28c2dd2980ba,12,12-2,12-2-1,Wanderer,Venti,Faruzan,Diona
4815594f209111ee90fb28c2dd2980ba,12,12-2,12-2-2,Kaedehara Kazuha,Bennett,Xingqiu,Tighnari
4815594f209111ee90fb28c2dd2980ba,12,12-3,12-3-1,Wanderer,Venti,Faruzan,Diona
4815594f209111ee90fb28c2dd2980ba,12,12-3,12-3-2,Kaedehara Kazuha,Bennett,Xingqiu,Tighnari
48155950209111ee826928c2dd2980ba,11,11-1,11-1-1,Tartaglia,Xiangling,Sucrose,Bennett
48155950209111ee826928c2dd2980ba,11,11-1,11-1-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
48155950209111ee826928c2dd2980ba,11,11-2,11-2-1,Tartaglia,Xiangling,Sucrose,Bennett
48155950209111ee826928c2dd2980ba,11,11-2,11-2-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
48155950209111ee826928c2dd2980ba,11,11-3,11-3-1,Tartaglia,Xiangling,Sucrose,Bennett
48155950209111ee826928c2dd2980ba,11,11-3,11-3-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
48155950209111ee826928c2dd2980ba,12,12-1,12-1-1,Lisa,Baizhu,Kaedehara Kazuha,Fischl
48155950209111ee826928c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Thoma,Kuki Shinobu
48155950209111ee826928c2dd2980ba,12,12-2,12-2-1,Lisa,Nahida,Kaedehara Kazuha,Fischl
48155950209111ee826928c2dd2980ba,12,12-2,12-2-2,Baizhu,Xingqiu,Thoma,Kuki Shinobu
48155950209111ee826928c2dd2980ba,12,12-3,12-3-1,Lisa,Nahida,Kaedehara Kazuha,Fischl
48155950209111ee826928c2dd2980ba,12,12-3,12-3-2,Baizhu,Xingqiu,Thoma,Kuki Shinobu
48155951209111eea6b628c2dd2980ba,11,11-1,11-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
48155951209111eea6b628c2dd2980ba,11,11-1,11-1-2,Raiden Shogun,Yae Miko,Kujou Sara,Sucrose
48155951209111eea6b628c2dd2980ba,11,11-2,11-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
48155951209111eea6b628c2dd2980ba,11,11-2,11-2-2,Raiden Shogun,Yae Miko,Kujou Sara,Sucrose
48155951209111eea6b628c2dd2980ba,11,11-3,11-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
48155951209111eea6b628c2dd2980ba,11,11-3,11-3-2,Raiden Shogun,Yae Miko,Kujou Sara,Sucrose
48155951209111eea6b628c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Kujou Sara,Traveler,Kaedehara Kazuha
48155951209111eea6b628c2dd2980ba,12,12-1,12-1-2,Tartaglia,Xiangling,Bennett,Zhongli
48155951209111eea6b628c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Kujou Sara,Bennett,Kaedehara Kazuha
48155951209111eea6b628c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Xingqiu,Zhongli
48155951209111eea6b628c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Kujou Sara,Traveler,Zhongli
48155951209111eea6b628c2dd2980ba,12,12-3,12-3-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
48155952209111ee943928c2dd2980ba,11,11-1,11-1-1,Nahida,Yelan,Xiangling,Bennett
48155952209111ee943928c2dd2980ba,11,11-1,11-1-2,Ganyu,Kaedehara Kazuha,Mona,Diona
48155952209111ee943928c2dd2980ba,11,11-2,11-2-1,Nahida,Yelan,Xiangling,Bennett
48155952209111ee943928c2dd2980ba,11,11-2,11-2-2,Ganyu,Kaedehara Kazuha,Mona,Diona
48155952209111ee943928c2dd2980ba,11,11-3,11-3-1,Nahida,Yelan,Xiangling,Bennett
48155952209111ee943928c2dd2980ba,11,11-3,11-3-2,Ganyu,Kaedehara Kazuha,Mona,Diona
48155952209111ee943928c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Kaedehara Kazuha,Kujou Sara,Bennett
48155952209111ee943928c2dd2980ba,12,12-1,12-1-2,Diluc,Nahida,Xingqiu,Zhongli
48155952209111ee943928c2dd2980ba,12,12-2,12-2-1,Noelle,Albedo,Gorou,Yun Jin
48155952209111ee943928c2dd2980ba,12,12-2,12-2-2,Ganyu,Zhongli,Xiangling,Bennett
48155952209111ee943928c2dd2980ba,12,12-3,12-3-1,Noelle,Albedo,Gorou,Yun Jin
48155952209111ee943928c2dd2980ba,12,12-3,12-3-2,Ganyu,Zhongli,Xiangling,Bennett
48155953209111eeb75928c2dd2980ba,11,11-1,11-1-1,Xiangling,Xingqiu,Bennett,Sucrose
48155953209111eeb75928c2dd2980ba,11,11-1,11-1-2,Kamisato Ayato,Kaeya,Ganyu,Kaedehara Kazuha
48155953209111eeb75928c2dd2980ba,11,11-2,11-2-1,Xiangling,Xingqiu,Bennett,Sucrose
48155953209111eeb75928c2dd2980ba,11,11-2,11-2-2,Kamisato Ayato,Kaeya,Ganyu,Kaedehara Kazuha
48155953209111eeb75928c2dd2980ba,11,11-3,11-3-1,Xiangling,Xingqiu,Bennett,Sucrose
48155953209111eeb75928c2dd2980ba,11,11-3,11-3-2,Kamisato Ayato,Kaeya,Ganyu,Kaedehara Kazuha
48155953209111eeb75928c2dd2980ba,12,12-1,12-1-1,Noelle,Albedo,Fischl,Yelan
48155953209111eeb75928c2dd2980ba,12,12-1,12-1-2,Kaedehara Kazuha,Xingqiu,Bennett,Nahida
48155953209111eeb75928c2dd2980ba,12,12-2,12-2-1,Noelle,Albedo,Fischl,Yelan
48155953209111eeb75928c2dd2980ba,12,12-2,12-2-2,Kaedehara Kazuha,Xingqiu,Bennett,Nahida
48155953209111eeb75928c2dd2980ba,12,12-3,12-3-1,Noelle,Albedo,Fischl,Yelan
48155953209111eeb75928c2dd2980ba,12,12-3,12-3-2,Kaedehara Kazuha,Xingqiu,Bennett,Nahida
48155954209111eea89e28c2dd2980ba,11,11-1,11-1-1,Nahida,Xingqiu,Yelan,Kuki Shinobu
48155954209111eea89e28c2dd2980ba,11,11-1,11-1-2,Keqing,Baizhu,Kaedehara Kazuha,Fischl
48155954209111eea89e28c2dd2980ba,11,11-2,11-2-1,Nahida,Xingqiu,Yelan,Kuki Shinobu
48155954209111eea89e28c2dd2980ba,11,11-2,11-2-2,Keqing,Baizhu,Kaedehara Kazuha,Fischl
48155954209111eea89e28c2dd2980ba,11,11-3,11-3-1,Nahida,Xingqiu,Yelan,Kuki Shinobu
48155954209111eea89e28c2dd2980ba,11,11-3,11-3-2,Keqing,Baizhu,Kaedehara Kazuha,Fischl
48155954209111eea89e28c2dd2980ba,12,12-1,12-1-1,Keqing,Baizhu,Kaedehara Kazuha,Fischl
48155954209111eea89e28c2dd2980ba,12,12-1,12-1-2,Razor,Nahida,Xingqiu,Bennett
48155954209111eea89e28c2dd2980ba,12,12-2,12-2-1,Keqing,Baizhu,Kaedehara Kazuha,Fischl
48155954209111eea89e28c2dd2980ba,12,12-2,12-2-2,Razor,Nahida,Xingqiu,Bennett
48155954209111eea89e28c2dd2980ba,12,12-3,12-3-1,Keqing,Baizhu,Kaedehara Kazuha,Fischl
48155954209111eea89e28c2dd2980ba,12,12-3,12-3-2,Razor,Nahida,Xingqiu,Bennett
48155955209111ee951228c2dd2980ba,11,11-1,11-1-1,Kaedehara Kazuha,Yoimiya,Yun Jin,Bennett
48155955209111ee951228c2dd2980ba,11,11-1,11-1-2,Ganyu,Venti,Mona,Diona
