uid,floor,chamber,half,ch1,ch2,ch3,ch4
18b861eb2e2311eda78c28c2dd2980ba,11,11-1,11-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
18b861eb2e2311eda78c28c2dd2980ba,11,11-1,11-1-2,Beidou,Xingqiu,Fischl,Sucrose
18b861eb2e2311eda78c28c2dd2980ba,11,11-2,11-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
18b861eb2e2311eda78c28c2dd2980ba,11,11-2,11-2-2,Beidou,Xingqiu,Fischl,Sucrose
18b861eb2e2311eda78c28c2dd2980ba,11,11-3,11-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
18b861eb2e2311eda78c28c2dd2980ba,11,11-3,11-3-2,Beidou,Xingqiu,Fischl,Sucrose
18b861eb2e2311eda78c28c2dd2980ba,12,12-1,12-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
18b861eb2e2311eda78c28c2dd2980ba,12,12-1,12-1-2,Kamisato Ayato,Xingqiu,Fischl,Jean
18b861eb2e2311eda78c28c2dd2980ba,12,12-2,12-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
18b861eb2e2311eda78c28c2dd2980ba,12,12-2,12-2-2,Kamisato Ayato,Xingqiu,Fischl,Jean
18b861eb2e2311eda78c28c2dd2980ba,12,12-3,12-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
18b861eb2e2311eda78c28c2dd2980ba,12,12-3,12-3-2,Kamisato Ayato,Xingqiu,Fischl,Jean
18b861ec2e2311ed985628c2dd2980ba,11,11-1,11-1-1,Yoimiya,Yelan,Sangonomiya Kokomi,Xiangling
18b861ec2e2311ed985628c2dd2980ba,11,11-1,11-1-2,Beidou,Lisa,Jean,Kaedehara Kazuha
18b861ec2e2311ed985628c2dd2980ba,11,11-2,11-2-1,Yoimiya,Yelan,Sangonomiya Kokomi,Xiangling
18b861ec2e2311ed985628c2dd2980ba,11,11-2,11-2-2,Beidou,Lisa,Jean,Kaedehara Kazuha
18b861ec2e2311ed985628c2dd2980ba,11,11-3,11-3-1,Yoimiya,Yelan,Sangonomiya Kokomi,Xiangling
18b861ec2e2311ed985628c2dd2980ba,11,11-3,11-3-2,Beidou,Lisa,Jean,Kaedehara Kazuha
18b861ec2e2311ed985628c2dd2980ba,12,12-1,12-1-1,Yoimiya,Lisa,Jean,Kaedehara Kazuha
18b861ec2e2311ed985628c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Sangonomiya Kokomi,Yelan
18b861ec2e2311ed985628c2dd2980ba,12,12-2,12-2-1,Yoimiya,Lisa,Jean,Kaedehara Kazuha
18b861ec2e2311ed985628c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Sangonomiya Kokomi,Yelan
18b861ec2e2311ed985628c2dd2980ba,12,12-3,12-3-1,Yoimiya,Lisa,Jean,Kaedehara Kazuha
18b861ec2e2311ed985628c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Sangonomiya Kokomi,Yelan
18b861ed2e2311ed953328c2dd2980ba,11,11-1,11-1-1,Xiangling,Bennett,Xingqiu,Raiden Shogun
18b861ed2e2311ed953328c2dd2980ba,11,11-1,11-1-2,Ganyu,Kaedehara Kazuha,Diona,
18b861ed2e2311ed953328c2dd2980ba,11,11-2,11-2-1,Xiangling,Bennett,Xingqiu,Raiden Shogun
18b861ed2e2311ed953328c2dd2980ba,11,11-2,11-2-2,Ganyu,Kaedehara Kazuha,Diona,
18b861ed2e2311ed953328c2dd2980ba,11,11-3,11-3-1,Xiangling,Bennett,Xingqiu,Raiden Shogun
18b861ed2e2311ed953328c2dd2980ba,11,11-3,11-3-2,Ganyu,Kaedehara Kazuha,Diona,
18b861ed2e2311ed953328c2dd2980ba,12,12-1,12-1-1,Hu Tao,Xiangling,Yelan,Xingqiu
18b861ed2e2311ed953328c2dd2980ba,12,12-1,12-1-2,Ganyu,Kaedehara Kazuha,Diona,
18b861ed2e2311ed953328c2dd2980ba,12,12-2,12-2-1,Hu Tao,Xiangling,Yelan,Xingqiu
18b861ed2e2311ed953328c2dd2980ba,12,12-2,12-2-2,Ganyu,Kaedehara Kazuha,Diona,
18b861ed2e2311ed953328c2dd2980ba,12,12-3,12-3-1,Hu Tao,Xiangling,Yelan,Xingqiu
18b861ed2e2311ed953328c2dd2980ba,12,12-3,12-3-2,Ganyu,Kaedehara Kazuha,Diona,
18b861ee2e2311ed87f728c2dd2980ba,11,11-1,11-1-1,Yoimiya,Xingqiu,Yun Jin,Zhongli
