uid,floor,chamber,half,ch1,ch2,ch3,ch4
5ed62e22040d11ee83a428c2dd2980ba,11,11-1,11-1-1,Yoimiya,Xingqiu,Dehya,Sangonomiya Kokomi
5ed62e22040d11ee83a428c2dd2980ba,11,11-1,11-1-2,Kamisato Ayato,Nahida,Fischl,Yaoyao
5ed62e22040d11ee83a428c2dd2980ba,11,11-2,11-2-1,Yoimiya,Xingqiu,Dehya,Sangonomiya Kokomi
5ed62e22040d11ee83a428c2dd2980ba,11,11-2,11-2-2,Kamisato Ayato,Nahida,Fischl,Yaoyao
5ed62e22040d11ee83a428c2dd2980ba,11,11-3,11-3-1,Yoimiya,Xingqiu,Dehya,Sangonomiya Kokomi
5ed62e22040d11ee83a428c2dd2980ba,11,11-3,11-3-2,Kamisato Ayato,Nahida,Fischl,Yaoyao
5ed62e22040d11ee83a428c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Fischl,Venti,Sangonomiya Kokomi
5ed62e22040d11ee83a428c2dd2980ba,12,12-1,12-1-2,Yoimiya,Nahida,Xingqiu,Bennett
5ed62e22040d11ee83a428c2dd2980ba,12,12-2,12-2-1,Xiao,Albedo,Zhongli,Qiqi
5ed62e22040d11ee83a428c2dd2980ba,12,12-2,12-2-2,Klee,Nahida,Xingqiu,Bennett
5ed62e22040d11ee83a428c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Shenhe,Venti,Sangonomiya Kokomi
5ed62e22040d11ee83a428c2dd2980ba,12,12-3,12-3-2,Cyno,Nahida,Xingqiu,Kuki Shinobu
5ed65643040d11ee94af28c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Xiangling,Yelan,Bennett
5ed65643040d11ee94af28c2dd2980ba,11,11-1,11-1-2,Kamisato Ayaka,Nahida,Xingqiu,Kuki Shinobu
5ed65643040d11ee94af28c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Xiangling,Yelan,Bennett
5ed65643040d11ee94af28c2dd2980ba,11,11-2,11-2-2,Kamisato Ayaka,Nahida,Xingqiu,Kuki Shinobu
5ed65643040d11ee94af28c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Xiangling,Yelan,Bennett
5ed65643040d11ee94af28c2dd2980ba,11,11-3,11-3-2,Kamisato Ayaka,Nahida,Xingqiu,Kuki Shinobu
5ed65643040d11ee94af28c2dd2980ba,12,12-1,12-1-1,Beidou,Fischl,Kaedehara Kazuha,Yaoyao
5ed65643040d11ee94af28c2dd2980ba,12,12-1,12-1-2,Thoma,Nahida,Xingqiu,Bennett
5ed65643040d11ee94af28c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Yae Miko,Kaedehara Kazuha,Yaoyao
5ed65643040d11ee94af28c2dd2980ba,12,12-2,12-2-2,Thoma,Xingqiu,Nahida,Bennett
5ed65643040d11ee94af28c2dd2980ba,12,12-3,12-3-1,Beidou,Fischl,Kaedehara Kazuha,Yaoyao
5ed65643040d11ee94af28c2dd2980ba,12,12-3,12-3-2,Thoma,Nahida,Xingqiu,Bennett
5ed65644040d11ee926728c2dd2980ba,11,11-1,11-1-1,Hu Tao,Yelan,Venti,Zhongli
5ed65644040d11ee926728c2dd2980ba,11,11-1,11-1-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
5ed65644040d11ee926728c2dd2980ba,11,11-2,11-2-1,Hu Tao,Yelan,Venti,Zhongli
5ed65644040d11ee926728c2dd2980ba,11,11-2,11-2-2,Eula,Raiden Shogun,Kaedehara Kazuha,Jean
5ed65644040d11ee926728c2dd2980ba,11,11-3,11-3-1,Hu Tao,Yelan,Venti,Zhongli
