uid,floor,chamber,half,ch1,ch2,ch3,ch4
5b36744a439f11ed811b14dda990290e,11,11-1,11-1-1,Beidou,Lisa,Xingqiu,Yun Jin
5b36744a439f11ed811b14dda990290e,11,11-1,11-1-2,Yoimiya,Yelan,Sangonomiya Kokomi,Traveler
5b36744a439f11ed811b14dda990290e,11,11-2,11-2-1,Beidou,Lisa,Xingqiu,Yun Jin
5b36744a439f11ed811b14dda990290e,11,11-2,11-2-2,Yoimiya,Yelan,Sangonomiya Kokomi,Traveler
5b36744a439f11ed811b14dda990290e,11,11-3,11-3-1,Beidou,Lisa,Xingqiu,Yun Jin
5b36744a439f11ed811b14dda990290e,11,11-3,11-3-2,Yoimiya,Yelan,Sangonomiya Kokomi,Traveler
5b36744a439f11ed811b14dda990290e,12,12-1,12-1-1,Traveler,Lisa,Kuki Shinobu,Kaedehara Kazuha
5b36744a439f11ed811b14dda990290e,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Jean,Yelan
5b36744a439f11ed811b14dda990290e,12,12-2,12-2-1,Traveler,Lisa,Kuki Shinobu,Kaedehara Kazuha
5b36744a439f11ed811b14dda990290e,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Jean,Yelan
5b36744a439f11ed811b14dda990290e,12,12-3,12-3-1,Traveler,Lisa,Kuki Shinobu,Kaedehara Kazuha
5b36744a439f11ed811b14dda990290e,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Jean,Yelan
5b369b4f439f11ed989f14dda990290e,11,11-1,11-1-1,Kamisato Ayato,Fischl,Venti,Kuki Shinobu
5b369b4f439f11ed989f14dda990290e,11,11-1,11-1-2,Cyno,Xingqiu,Yun Jin,Zhongli
5b369b4f439f11ed989f14dda990290e,11,11-2,11-2-1,Kamisato Ayato,Fischl,Venti,Kuki Shinobu
5b369b4f439f11ed989f14dda990290e,11,11-2,11-2-2,Cyno,Xingqiu,Yun Jin,Zhongli
5b369b4f439f11ed989f14dda990290e,11,11-3,11-3-1,Kamisato Ayato,Fischl,Venti,Kuki Shinobu
5b369b4f439f11ed989f14dda990290e,11,11-3,11-3-2,Cyno,Xingqiu,Yun Jin,Zhongli
5b369b4f439f11ed989f14dda990290e,12,12-1,12-1-1,Cyno,Traveler,Venti,Kuki Shinobu
5b369b4f439f11ed989f14dda990290e,12,12-1,12-1-2,Tighnari,Fischl,Kaedehara Kazuha,Zhongli
5b369b4f439f11ed989f14dda990290e,12,12-2,12-2-1,Cyno,Traveler,Venti,Kuki Shinobu
5b369b4f439f11ed989f14dda990290e,12,12-2,12-2-2,Tighnari,Fischl,Kaedehara Kazuha,Zhongli
5b369b4f439f11ed989f14dda990290e,12,12-3,12-3-1,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
5b369b4f439f11ed989f14dda990290e,12,12-3,12-3-2,Cyno,Traveler,Zhongli,Kuki Shinobu
5b369b50439f11edbfa314dda990290e,11,11-1,11-1-1,Zhongli,Xingqiu,Traveler,Raiden Shogun
5b369b50439f11edbfa314dda990290e,11,11-1,11-1-2,Keqing,Kaedehara Kazuha,Fischl,Collei
5b369b50439f11edbfa314dda990290e,11,11-2,11-2-1,Zhongli,Xingqiu,Traveler,Raiden Shogun
5b369b50439f11edbfa314dda990290e,11,11-2,11-2-2,Keqing,Kaedehara Kazuha,Fischl,Collei
5b369b50439f11edbfa314dda990290e,11,11-3,11-3-1,Zhongli,Xingqiu,Traveler,Raiden Shogun
5b369b50439f11edbfa314dda990290e,11,11-3,11-3-2,Keqing,Kaedehara Kazuha,Fischl,Collei
5b369b50439f11edbfa314dda990290e,12,12-1,12-1-1,Raiden Shogun,Xingqiu,Beidou,Traveler
5b369b50439f11edbfa314dda990290e,12,12-1,12-1-2,Keqing,Collei,Fischl,Kaedehara Kazuha
5b369b50439f11edbfa314dda990290e,12,12-2,12-2-1,Zhongli,Xingqiu,Traveler,Raiden Shogun
5b369b50439f11edbfa314dda990290e,12,12-2,12-2-2,Keqing,Fischl,Collei,Kaedehara Kazuha
5b369b50439f11edbfa314dda990290e,12,12-3,12-3-1,Raiden Shogun,Xingqiu,Beidou,Traveler
5b369b50439f11edbfa314dda990290e,12,12-3,12-3-2,Keqing,Collei,Fischl,Kaedehara Kazuha
5b369b51439f11eda32e14dda990290e,11,11-1,11-1-1,Bennett,Yelan,Hu Tao,Kaedehara Kazuha
5b369b51439f11eda32e14dda990290e,11,11-1,11-1-2,Sangonomiya Kokomi,Yae Miko,Tighnari,Kamisato Ayaka
5b369b51439f11eda32e14dda990290e,11,11-2,11-2-1,Bennett,Yelan,Hu Tao,Kaedehara Kazuha
5b369b51439f11eda32e14dda990290e,11,11-2,11-2-2,Sangonomiya Kokomi,Yae Miko,Tighnari,Kamisato Ayaka
5b369b51439f11eda32e14dda990290e,11,11-3,11-3-1,Bennett,Yelan,Hu Tao,Kaedehara Kazuha
5b369b51439f11eda32e14dda990290e,11,11-3,11-3-2,Sangonomiya Kokomi,Yae Miko,Tighnari,Kamisato Ayaka
5b369b51439f11eda32e14dda990290e,12,12-1,12-1-1,Bennett,Yelan,Hu Tao,Kaedehara Kazuha
5b369b51439f11eda32e14dda990290e,12,12-1,12-1-2,Sangonomiya Kokomi,Tighnari,Yae Miko,Kamisato Ayaka
5b369b51439f11eda32e14dda990290e,12,12-2,12-2-1,Bennett,Yelan,Hu Tao,Kaedehara Kazuha
5b369b51439f11eda32e14dda990290e,12,12-2,12-2-2,Sangonomiya Kokomi,Tighnari,Yae Miko,Kamisato Ayaka
