uid,floor,chamber,half,ch1,ch2,ch3,ch4
5707e29b6a0e11edab4114dda990290e,11,11-1,11-1-1,Nahida,Raiden Shogun,Yelan,Xingqiu
5707e29b6a0e11edab4114dda990290e,11,11-1,11-1-2,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Collei
5707e29b6a0e11edab4114dda990290e,11,11-2,11-2-1,Nahida,Raiden Shogun,Yelan,Xingqiu
5707e29b6a0e11edab4114dda990290e,11,11-2,11-2-2,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Collei
5707e29b6a0e11edab4114dda990290e,11,11-3,11-3-1,Nahida,Raiden Shogun,Yelan,Xingqiu
5707e29b6a0e11edab4114dda990290e,11,11-3,11-3-2,Ganyu,Kaedehara Kazuha,Sangonomiya Kokomi,Collei
5707e29b6a0e11edab4114dda990290e,12,12-1,12-1-1,Hu Tao,Xingqiu,Yelan,Fischl
5707e29b6a0e11edab4114dda990290e,12,12-1,12-1-2,Nahida,Sangonomiya Kokomi,Raiden Shogun,Kaedehara Kazuha
5707e29b6a0e11edab4114dda990290e,12,12-2,12-2-1,Hu Tao,Xingqiu,Yelan,Fischl
5707e29b6a0e11edab4114dda990290e,12,12-2,12-2-2,Nahida,Sangonomiya Kokomi,Raiden Shogun,Kaedehara Kazuha
5707e29b6a0e11edab4114dda990290e,12,12-3,12-3-1,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
5707e29b6a0e11edab4114dda990290e,12,12-3,12-3-2,Xiangling,Bennett,Xingqiu,Kaedehara Kazuha
5707e29c6a0e11ed994214dda990290e,11,11-1,11-1-1,Yoimiya,Fischl,Xingqiu,Bennett
5707e29c6a0e11ed994214dda990290e,11,11-1,11-1-2,Cyno,Nahida,Venti,Kuki Shinobu
5707e29c6a0e11ed994214dda990290e,11,11-2,11-2-1,Yoimiya,Fischl,Xingqiu,Bennett
5707e29c6a0e11ed994214dda990290e,11,11-2,11-2-2,Cyno,Nahida,Venti,Kuki Shinobu
5707e29c6a0e11ed994214dda990290e,11,11-3,11-3-1,Yoimiya,Fischl,Xingqiu,Bennett
5707e29c6a0e11ed994214dda990290e,11,11-3,11-3-2,Cyno,Nahida,Venti,Kuki Shinobu
5707e29c6a0e11ed994214dda990290e,12,12-1,12-1-1,Yoimiya,Xingqiu,Kaedehara Kazuha,Bennett
5707e29c6a0e11ed994214dda990290e,12,12-1,12-1-2,Klee,Nahida,Zhongli,Kuki Shinobu
5707e29c6a0e11ed994214dda990290e,12,12-2,12-2-1,Yoimiya,Xingqiu,Kaedehara Kazuha,Bennett
5707e29c6a0e11ed994214dda990290e,12,12-2,12-2-2,Klee,Nahida,Zhongli,Kuki Shinobu
5707e29c6a0e11ed994214dda990290e,12,12-3,12-3-1,Yoimiya,Xingqiu,Kaedehara Kazuha,Bennett
5707e29c6a0e11ed994214dda990290e,12,12-3,12-3-2,Klee,Nahida,Zhongli,Kuki Shinobu
5707e29d6a0e11edb7e914dda990290e,11,11-1,11-1-1,Keqing,Fischl,Kaedehara Kazuha,Traveler
5707e29d6a0e11edb7e914dda990290e,11,11-1,11-1-2,Raiden Shogun,Xingqiu,Beidou,Nahida
5707e29d6a0e11edb7e914dda990290e,11,11-2,11-2-1,Keqing,Fischl,Kaedehara Kazuha,Traveler
5707e29d6a0e11edb7e914dda990290e,11,11-2,11-2-2,Raiden Shogun,Xingqiu,Beidou,Nahida
5707e29d6a0e11edb7e914dda990290e,11,11-3,11-3-1,Keqing,Fischl,Kaedehara Kazuha,Traveler
5707e29d6a0e11edb7e914dda990290e,11,11-3,11-3-2,Raiden Shogun,Xingqiu,Beidou,Nahida
5707e29d6a0e11edb7e914dda990290e,12,12-1,12-1-1,Nahida,Fischl,Sangonomiya Kokomi,Raiden Shogun
5707e29d6a0e11edb7e914dda990290e,12,12-1,12-1-2,Ningguang,Xiangling,Zhongli,Bennett
5707e29d6a0e11edb7e914dda990290e,12,12-2,12-2-1,Nahida,Fischl,Sangonomiya Kokomi,Raiden Shogun
5707e29d6a0e11edb7e914dda990290e,12,12-2,12-2-2,Ningguang,Xiangling,Zhongli,Bennett
5707e29d6a0e11edb7e914dda990290e,12,12-3,12-3-1,Nahida,Fischl,Sangonomiya Kokomi,Raiden Shogun
5707e29d6a0e11edb7e914dda990290e,12,12-3,12-3-2,Ningguang,Xiangling,Zhongli,Bennett
5707e29e6a0e11ed89e914dda990290e,11,11-1,11-1-1,Kaedehara Kazuha,Bennett,Chongyun,Shikanoin Heizou
5707e29e6a0e11ed89e914dda990290e,11,11-1,11-1-2,Cyno,Xingqiu,Traveler,Kuki Shinobu
5707e29e6a0e11ed89e914dda990290e,11,11-2,11-2-1,Kaedehara Kazuha,Bennett,Chongyun,Shikanoin Heizou
5707e29e6a0e11ed89e914dda990290e,11,11-2,11-2-2,Cyno,Xingqiu,Traveler,Kuki Shinobu
5707e29e6a0e11ed89e914dda990290e,11,11-3,11-3-1,Kaedehara Kazuha,Bennett,Chongyun,Shikanoin Heizou
