uid,floor,chamber,half,ch1,ch2,ch3,ch4
3371ce28d7d311ed96a328c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Kujou Sara,Kuki Shinobu,Nahida
3371ce28d7d311ed96a328c2dd2980ba,11,11-1,11-1-2,Beidou,Lisa,Jean,Rosaria
3371ce28d7d311ed96a328c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Kujou Sara,Kuki Shinobu,Nahida
3371ce28d7d311ed96a328c2dd2980ba,11,11-2,11-2-2,Beidou,Lisa,Jean,Rosaria
3371ce28d7d311ed96a328c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Kujou Sara,Kuki Shinobu,Nahida
3371ce28d7d311ed96a328c2dd2980ba,11,11-3,11-3-2,Beidou,Lisa,Jean,Rosaria
3371ce28d7d311ed96a328c2dd2980ba,12,12-1,12-1-1,Xiangling,Lisa,Jean,Yelan
3371ce28d7d311ed96a328c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Kujou Sara,Sangonomiya Kokomi,Nahida
3371ce28d7d311ed96a328c2dd2980ba,12,12-2,12-2-1,Xiangling,Lisa,Jean,Yelan
3371ce28d7d311ed96a328c2dd2980ba,12,12-2,12-2-2,Raiden Shogun,Kujou Sara,Sangonomiya Kokomi,Nahida
3371ce28d7d311ed96a328c2dd2980ba,12,12-3,12-3-1,Xiangling,Lisa,Jean,Yelan
3371ce28d7d311ed96a328c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Kujou Sara,Sangonomiya Kokomi,Nahida
3371f522d7d311eda07528c2dd2980ba,11,11-1,11-1-1,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
3371f522d7d311eda07528c2dd2980ba,11,11-1,11-1-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
3371f522d7d311eda07528c2dd2980ba,11,11-2,11-2-1,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
3371f522d7d311eda07528c2dd2980ba,11,11-2,11-2-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
3371f522d7d311eda07528c2dd2980ba,11,11-3,11-3-1,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
3371f522d7d311eda07528c2dd2980ba,11,11-3,11-3-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
3371f522d7d311eda07528c2dd2980ba,12,12-1,12-1-1,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
3371f522d7d311eda07528c2dd2980ba,12,12-1,12-1-2,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
3371f522d7d311eda07528c2dd2980ba,12,12-2,12-2-1,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
3371f522d7d311eda07528c2dd2980ba,12,12-2,12-2-2,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
3371f522d7d311eda07528c2dd2980ba,12,12-3,12-3-1,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
3371f522d7d311eda07528c2dd2980ba,12,12-3,12-3-2,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
3371f523d7d311edacde28c2dd2980ba,11,11-1,11-1-1,Yoimiya,Zhongli,Kaedehara Kazuha,Bennett
3371f523d7d311edacde28c2dd2980ba,11,11-1,11-1-2,Cyno,Nahida,Xingqiu,Kuki Shinobu
3371f523d7d311edacde28c2dd2980ba,11,11-2,11-2-1,Yoimiya,Zhongli,Kaedehara Kazuha,Bennett
3371f523d7d311edacde28c2dd2980ba,11,11-2,11-2-2,Cyno,Nahida,Xingqiu,Kuki Shinobu
3371f523d7d311edacde28c2dd2980ba,11,11-3,11-3-1,Yoimiya,Zhongli,Kaedehara Kazuha,Bennett
3371f523d7d311edacde28c2dd2980ba,11,11-3,11-3-2,Cyno,Nahida,Xingqiu,Kuki Shinobu
3371f523d7d311edacde28c2dd2980ba,12,12-1,12-1-1,Yoimiya,Zhongli,Kaedehara Kazuha,Bennett
3371f523d7d311edacde28c2dd2980ba,12,12-1,12-1-2,Cyno,Nahida,Xingqiu,Kuki Shinobu
3371f523d7d311edacde28c2dd2980ba,12,12-2,12-2-1,Yoimiya,Zhongli,Kaedehara Kazuha,Bennett
3371f523d7d311edacde28c2dd2980ba,12,12-2,12-2-2,Cyno,Nahida,Xingqiu,Kuki Shinobu
3371f523d7d311edacde28c2dd2980ba,12,12-3,12-3-1,Yoimiya,Zhongli,Kaedehara Kazuha,Bennett
3371f523d7d311edacde28c2dd2980ba,12,12-3,12-3-2,Cyno,Nahida,Xingqiu,Kuki Shinobu
3371f524d7d311edbd3628c2dd2980ba,11,11-1,11-1-1,Beidou,Fischl,Yaoyao,Sucrose
3371f524d7d311edbd3628c2dd2980ba,11,11-1,11-1-2,Nahida,Xingqiu,Kuki Shinobu,Kamisato Ayaka
3371f524d7d311edbd3628c2dd2980ba,11,11-2,11-2-1,Beidou,Fischl,Yaoyao,Sucrose
3371f524d7d311edbd3628c2dd2980ba,11,11-2,11-2-2,Nahida,Xingqiu,Kuki Shinobu,Kamisato Ayaka
3371f524d7d311edbd3628c2dd2980ba,11,11-3,11-3-1,Beidou,Fischl,Yaoyao,Sucrose
3371f524d7d311edbd3628c2dd2980ba,11,11-3,11-3-2,Nahida,Xingqiu,Kuki Shinobu,Kamisato Ayaka
3371f524d7d311edbd3628c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Xiangling,Xingqiu,Bennett
