uid,floor,chamber,half,ch1,ch2,ch3,ch4
e12403adb97e11ed8bea28c2dd2980ba,11,11-1,11-1-1,Nahida,Raiden Shogun,Xingqiu,Yelan
e12403adb97e11ed8bea28c2dd2980ba,11,11-1,11-1-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
e12403adb97e11ed8bea28c2dd2980ba,11,11-2,11-2-1,Nahida,Raiden Shogun,Xingqiu,Yelan
e12403adb97e11ed8bea28c2dd2980ba,11,11-2,11-2-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
e12403adb97e11ed8bea28c2dd2980ba,11,11-3,11-3-1,Nahida,Raiden Shogun,Xingqiu,Yelan
e12403adb97e11ed8bea28c2dd2980ba,11,11-3,11-3-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
e12403adb97e11ed8bea28c2dd2980ba,12,12-1,12-1-1,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
e12403adb97e11ed8bea28c2dd2980ba,12,12-1,12-1-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
e12403adb97e11ed8bea28c2dd2980ba,12,12-2,12-2-1,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
e12403adb97e11ed8bea28c2dd2980ba,12,12-2,12-2-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
e12403adb97e11ed8bea28c2dd2980ba,12,12-3,12-3-1,Nahida,Raiden Shogun,Xingqiu,Sangonomiya Kokomi
e12403adb97e11ed8bea28c2dd2980ba,12,12-3,12-3-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
e1242a8fb97e11ed815628c2dd2980ba,11,11-1,11-1-1,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
e1242a8fb97e11ed815628c2dd2980ba,11,11-1,11-1-2,Dehya,Nahida,Kaedehara Kazuha,Bennett
e1242a8fb97e11ed815628c2dd2980ba,11,11-2,11-2-1,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
e1242a8fb97e11ed815628c2dd2980ba,11,11-2,11-2-2,Dehya,Nahida,Kaedehara Kazuha,Bennett
e1242a8fb97e11ed815628c2dd2980ba,11,11-3,11-3-1,Kamisato Ayaka,Rosaria,Venti,Sangonomiya Kokomi
e1242a8fb97e11ed815628c2dd2980ba,11,11-3,11-3-2,Dehya,Nahida,Kaedehara Kazuha,Bennett
e1242a8fb97e11ed815628c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Fischl,Xingqiu,Yaoyao
e1242a8fb97e11ed815628c2dd2980ba,12,12-1,12-1-2,Dehya,Nahida,Kaedehara Kazuha,Bennett
e1242a8fb97e11ed815628c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Fischl,Xingqiu,Yaoyao
e1242a8fb97e11ed815628c2dd2980ba,12,12-2,12-2-2,Dehya,Nahida,Kaedehara Kazuha,Bennett
e1242a8fb97e11ed815628c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Fischl,Xingqiu,Yaoyao
e1242a8fb97e11ed815628c2dd2980ba,12,12-3,12-3-2,Dehya,Nahida,Kaedehara Kazuha,Bennett
e1242a90b97e11eda97a28c2dd2980ba,11,11-1,11-1-1,Kamisato Ayaka,Diona,Mona,Venti
e1242a90b97e11eda97a28c2dd2980ba,11,11-1,11-1-2,Yoimiya,Xiangling,Bennett,Xingqiu
e1242a90b97e11eda97a28c2dd2980ba,11,11-2,11-2-1,Kamisato Ayaka,Diona,Mona,Venti
e1242a90b97e11eda97a28c2dd2980ba,11,11-2,11-2-2,Yoimiya,Xiangling,Bennett,Xingqiu
e1242a90b97e11eda97a28c2dd2980ba,11,11-3,11-3-1,Kamisato Ayaka,Diona,Mona,Venti
e1242a90b97e11eda97a28c2dd2980ba,11,11-3,11-3-2,Yoimiya,Xiangling,Bennett,Xingqiu
e1242a90b97e11eda97a28c2dd2980ba,12,12-1,12-1-1,Yoimiya,Xiangling,Bennett,Xingqiu
e1242a90b97e11eda97a28c2dd2980ba,12,12-1,12-1-2,Kamisato Ayaka,Diona,Mona,Venti
e1242a90b97e11eda97a28c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Diona,Mona,Venti
e1242a90b97e11eda97a28c2dd2980ba,12,12-2,12-2-2,Yoimiya,Xiangling,Bennett,Xingqiu
e1242a90b97e11eda97a28c2dd2980ba,12,12-3,12-3-1,Keqing,Fischl,Yaoyao,Nahida
e1242a90b97e11eda97a28c2dd2980ba,12,12-3,12-3-2,Yoimiya,Xiangling,Bennett,Xingqiu
e1242a91b97e11edbb3228c2dd2980ba,11,11-1,11-1-1,Lisa,Nahida,Kaedehara Kazuha,Fischl
e1242a91b97e11edbb3228c2dd2980ba,11,11-1,11-1-2,Alhaitham,Yaoyao,Yelan,Kuki Shinobu
e1242a91b97e11edbb3228c2dd2980ba,11,11-2,11-2-1,Lisa,Nahida,Kaedehara Kazuha,Fischl
e1242a91b97e11edbb3228c2dd2980ba,11,11-2,11-2-2,Alhaitham,Yaoyao,Yelan,Kuki Shinobu
e1242a91b97e11edbb3228c2dd2980ba,11,11-3,11-3-1,Lisa,Nahida,Kaedehara Kazuha,Fischl
e1242a91b97e11edbb3228c2dd2980ba,11,11-3,11-3-2,Alhaitham,Yaoyao,Yelan,Kuki Shinobu
e1242a91b97e11edbb3228c2dd2980ba,12,12-1,12-1-1,Alhaitham,Yaoyao,Xingqiu,Kuki Shinobu
e1242a91b97e11edbb3228c2dd2980ba,12,12-1,12-1-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
e1242a91b97e11edbb3228c2dd2980ba,12,12-2,12-2-1,Alhaitham,Yaoyao,Xingqiu,Kuki Shinobu
e1242a91b97e11edbb3228c2dd2980ba,12,12-2,12-2-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
e1242a91b97e11edbb3228c2dd2980ba,12,12-3,12-3-1,Alhaitham,Yaoyao,Xingqiu,Kuki Shinobu
e1242a91b97e11edbb3228c2dd2980ba,12,12-3,12-3-2,Lisa,Nahida,Kaedehara Kazuha,Fischl
e1242a92b97e11eda5e528c2dd2980ba,11,11-1,11-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
e1242a92b97e11eda5e528c2dd2980ba,11,11-1,11-1-2,Raiden Shogun,Kujou Sara,Traveler,Sucrose
e1242a92b97e11eda5e528c2dd2980ba,11,11-2,11-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
e1242a92b97e11eda5e528c2dd2980ba,11,11-2,11-2-2,Raiden Shogun,Kujou Sara,Traveler,Sucrose
e1242a92b97e11eda5e528c2dd2980ba,11,11-3,11-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
e1242a92b97e11eda5e528c2dd2980ba,11,11-3,11-3-2,Raiden Shogun,Kujou Sara,Traveler,Sucrose
e1242a92b97e11eda5e528c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Kujou Sara,Yelan,Xingqiu
e1242a92b97e11eda5e528c2dd2980ba,12,12-1,12-1-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
e1242a92b97e11eda5e528c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Kujou Sara,Yelan,Xingqiu
e1242a92b97e11eda5e528c2dd2980ba,12,12-2,12-2-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
e1242a92b97e11eda5e528c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Kujou Sara,Yelan,Xingqiu
e1242a92b97e11eda5e528c2dd2980ba,12,12-3,12-3-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
e1242a93b97e11ed8e7728c2dd2980ba,11,11-1,11-1-1,Yae Miko,Tighnari,Kaedehara Kazuha,Zhongli
e1242a93b97e11ed8e7728c2dd2980ba,11,11-1,11-1-2,Nahida,Yelan,Sucrose,Fischl
e1242a93b97e11ed8e7728c2dd2980ba,11,11-2,11-2-1,Yae Miko,Tighnari,Kaedehara Kazuha,Zhongli
e1242a93b97e11ed8e7728c2dd2980ba,11,11-2,11-2-2,Nahida,Yelan,Sucrose,Fischl
e1242a93b97e11ed8e7728c2dd2980ba,11,11-3,11-3-1,Yae Miko,Tighnari,Kaedehara Kazuha,Zhongli
e1242a93b97e11ed8e7728c2dd2980ba,11,11-3,11-3-2,Nahida,Yelan,Sucrose,Fischl
e1242a93b97e11ed8e7728c2dd2980ba,12,12-1,12-1-1,Zhongli,Yae Miko,Tighnari,Nahida
e1242a93b97e11ed8e7728c2dd2980ba,12,12-1,12-1-2,Raiden Shogun,Kaedehara Kazuha,Yelan,Bennett
e1242a93b97e11ed8e7728c2dd2980ba,12,12-2,12-2-1,Yae Miko,Tighnari,Nahida,Jean
e1242a93b97e11ed8e7728c2dd2980ba,12,12-2,12-2-2,Lisa,Kaedehara Kazuha,Yaoyao,Yelan
e1242a93b97e11ed8e7728c2dd2980ba,12,12-3,12-3-1,Zhongli,Yae Miko,Tighnari,Nahida
e1242a93b97e11ed8e7728c2dd2980ba,12,12-3,12-3-2,Raiden Shogun,Kaedehara Kazuha,Yelan,Bennett
e1242a94b97e11edbc4228c2dd2980ba,11,11-1,11-1-1,Bennett,Kaedehara Kazuha,,
e1242a94b97e11edbc4228c2dd2980ba,11,11-1,11-1-2,Kaeya,Ganyu,Sucrose,
