uid,floor,chamber,half,ch1,ch2,ch3,ch4
5a02951099f511ed8d3c14dda990290e,11,11-1,11-1-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
5a02951099f511ed8d3c14dda990290e,11,11-1,11-1-2,Ganyu,Sangonomiya Kokomi,Rosaria,Sucrose
5a02951099f511ed8d3c14dda990290e,11,11-2,11-2-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
5a02951099f511ed8d3c14dda990290e,11,11-2,11-2-2,Ganyu,Sangonomiya Kokomi,Rosaria,Sucrose
5a02951099f511ed8d3c14dda990290e,11,11-3,11-3-1,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
5a02951099f511ed8d3c14dda990290e,11,11-3,11-3-2,Ganyu,Sangonomiya Kokomi,Rosaria,Sucrose
5a02951099f511ed8d3c14dda990290e,12,12-1,12-1-1,Kamisato Ayato,Xingqiu,Fischl,Sucrose
5a02951099f511ed8d3c14dda990290e,12,12-1,12-1-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
5a02951099f511ed8d3c14dda990290e,12,12-2,12-2-1,Kamisato Ayato,Xingqiu,Fischl,Sucrose
5a02951099f511ed8d3c14dda990290e,12,12-2,12-2-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
5a02951099f511ed8d3c14dda990290e,12,12-3,12-3-1,Kamisato Ayato,Xingqiu,Fischl,Sucrose
5a02951099f511ed8d3c14dda990290e,12,12-3,12-3-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha
5a02bb3199f511ed8c5314dda990290e,11,11-1,11-1-1,Kaedehara Kazuha,Lisa,Sangonomiya Kokomi,Beidou
5a02bb3199f511ed8c5314dda990290e,11,11-1,11-1-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Nahida
5a02bb3199f511ed8c5314dda990290e,11,11-2,11-2-1,Kaedehara Kazuha,Lisa,Sangonomiya Kokomi,Beidou
5a02bb3199f511ed8c5314dda990290e,11,11-2,11-2-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Nahida
5a02bb3199f511ed8c5314dda990290e,11,11-3,11-3-1,Kaedehara Kazuha,Lisa,Sangonomiya Kokomi,Beidou
5a02bb3199f511ed8c5314dda990290e,11,11-3,11-3-2,Raiden Shogun,Kujou Sara,Kuki Shinobu,Nahida
5a02bb3199f511ed8c5314dda990290e,12,12-1,12-1-1,Raiden Shogun,Kujou Sara,Jean,Xiangling
5a02bb3199f511ed8c5314dda990290e,12,12-1,12-1-2,Lisa,Nahida,Kuki Shinobu,Yelan
5a02bb3199f511ed8c5314dda990290e,12,12-2,12-2-1,Raiden Shogun,Kujou Sara,Jean,Xiangling
5a02bb3199f511ed8c5314dda990290e,12,12-2,12-2-2,Zhongli,Lisa,Kuki Shinobu,Yelan
5a02bb3199f511ed8c5314dda990290e,12,12-3,12-3-1,Raiden Shogun,Kujou Sara,Jean,Xiangling
5a02bb3199f511ed8c5314dda990290e,12,12-3,12-3-2,Lisa,Nahida,Kuki Shinobu,Yelan
5a02bb3299f511ed815514dda990290e,11,11-1,11-1-1,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
5a02bb3299f511ed815514dda990290e,11,11-1,11-1-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
5a02bb3299f511ed815514dda990290e,11,11-2,11-2-1,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
5a02bb3299f511ed815514dda990290e,11,11-2,11-2-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
5a02bb3299f511ed815514dda990290e,11,11-3,11-3-1,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
5a02bb3299f511ed815514dda990290e,11,11-3,11-3-2,Xiangling,Bennett,Tartaglia,Kaedehara Kazuha
5a02bb3299f511ed815514dda990290e,12,12-1,12-1-1,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
5a02bb3299f511ed815514dda990290e,12,12-1,12-1-2,Xiangling,Bennett,Xingqiu,Gorou
5a02bb3299f511ed815514dda990290e,12,12-2,12-2-1,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
5a02bb3299f511ed815514dda990290e,12,12-2,12-2-2,Xiangling,Bennett,Xingqiu,Gorou
5a02bb3299f511ed815514dda990290e,12,12-3,12-3-1,Nahida,Raiden Shogun,Yelan,Sangonomiya Kokomi
5a02bb3299f511ed815514dda990290e,12,12-3,12-3-2,Xiangling,Bennett,Xingqiu,Gorou
5a02bb3399f511ed809c14dda990290e,11,11-1,11-1-1,Kamisato Ayato,Venti,Yaoyao,Xinyan
5a02bb3399f511ed809c14dda990290e,11,11-1,11-1-2,Tighnari,Nahida,Fischl,Raiden Shogun
5a02bb3399f511ed809c14dda990290e,11,11-2,11-2-1,Kamisato Ayato,Venti,Yaoyao,Xinyan
5a02bb3399f511ed809c14dda990290e,11,11-2,11-2-2,Tighnari,Nahida,Fischl,Raiden Shogun
5a02bb3399f511ed809c14dda990290e,11,11-3,11-3-1,Kamisato Ayato,Venti,Yaoyao,Xinyan
5a02bb3399f511ed809c14dda990290e,11,11-3,11-3-2,Tighnari,Nahida,Fischl,Raiden Shogun
5a02bb3399f511ed809c14dda990290e,12,12-1,12-1-1,Tighnari,Raiden Shogun,Fischl,Yaoyao
5a02bb3399f511ed809c14dda990290e,12,12-1,12-1-2,Wanderer,Faruzan,Yun Jin,Sangonomiya Kokomi
5a02bb3399f511ed809c14dda990290e,12,12-2,12-2-1,Tighnari,Raiden Shogun,Fischl,Yaoyao
5a02bb3399f511ed809c14dda990290e,12,12-2,12-2-2,Wanderer,Faruzan,Yun Jin,Sangonomiya Kokomi
5a02bb3399f511ed809c14dda990290e,12,12-3,12-3-1,Cyno,Fischl,Xingqiu,Yaoyao
5a02bb3399f511ed809c14dda990290e,12,12-3,12-3-2,Kamisato Ayato,Nahida,Kaedehara Kazuha,Kuki Shinobu
5a02bb3499f511edad8a14dda990290e,11,11-1,11-1-1,Wanderer,Kaedehara Kazuha,Xingqiu,Bennett
5a02bb3499f511edad8a14dda990290e,11,11-1,11-1-2,Arataki Itto,Gorou,Albedo,Zhongli
5a02bb3499f511edad8a14dda990290e,11,11-2,11-2-1,Wanderer,Kaedehara Kazuha,Xingqiu,Bennett
5a02bb3499f511edad8a14dda990290e,11,11-2,11-2-2,Arataki Itto,Gorou,Albedo,Zhongli
5a02bb3499f511edad8a14dda990290e,11,11-3,11-3-1,Wanderer,Kaedehara Kazuha,Xingqiu,Bennett
5a02bb3499f511edad8a14dda990290e,11,11-3,11-3-2,Arataki Itto,Gorou,Albedo,Zhongli
5a02bb3499f511edad8a14dda990290e,12,12-1,12-1-1,Wanderer,Kaedehara Kazuha,Bennett,Faruzan
5a02bb3499f511edad8a14dda990290e,12,12-1,12-1-2,Arataki Itto,Gorou,Albedo,Zhongli
5a02bb3499f511edad8a14dda990290e,12,12-2,12-2-1,Wanderer,Kaedehara Kazuha,Bennett,Faruzan
5a02bb3499f511edad8a14dda990290e,12,12-2,12-2-2,Arataki Itto,Gorou,Albedo,Zhongli
5a02bb3499f511edad8a14dda990290e,12,12-3,12-3-1,Wanderer,Kaedehara Kazuha,Bennett,Faruzan
5a02bb3499f511edad8a14dda990290e,12,12-3,12-3-2,Arataki Itto,Gorou,Albedo,Zhongli
5a02bb3599f511ed820514dda990290e,11,11-1,11-1-1,Kaedehara Kazuha,Rosaria,Sangonomiya Kokomi,Kamisato Ayaka
5a02bb3599f511ed820514dda990290e,11,11-1,11-1-2,Sucrose,Zhongli,Bennett,Wanderer
5a02bb3599f511ed820514dda990290e,11,11-2,11-2-1,Kaedehara Kazuha,Rosaria,Sangonomiya Kokomi,Kamisato Ayaka
5a02bb3599f511ed820514dda990290e,11,11-2,11-2-2,Sucrose,Zhongli,Bennett,Wanderer
5a02bb3599f511ed820514dda990290e,11,11-3,11-3-1,Kaedehara Kazuha,Rosaria,Sangonomiya Kokomi,Kamisato Ayaka
5a02bb3599f511ed820514dda990290e,11,11-3,11-3-2,Sucrose,Zhongli,Bennett,Wanderer
5a02bb3599f511ed820514dda990290e,12,12-1,12-1-1,Raiden Shogun,Xingqiu,Bennett,Xiangling
5a02bb3599f511ed820514dda990290e,12,12-1,12-1-2,Kaedehara Kazuha,Zhongli,Sangonomiya Kokomi,Kamisato Ayaka
5a02bb3599f511ed820514dda990290e,12,12-2,12-2-1,Raiden Shogun,Xingqiu,Bennett,Xiangling
5a02bb3599f511ed820514dda990290e,12,12-2,12-2-2,Kaedehara Kazuha,Zhongli,Sangonomiya Kokomi,Kamisato Ayaka
5a02bb3599f511ed820514dda990290e,12,12-3,12-3-1,Raiden Shogun,Xingqiu,Bennett,Xiangling
5a02bb3599f511ed820514dda990290e,12,12-3,12-3-2,Kaedehara Kazuha,Zhongli,Sangonomiya Kokomi,Kamisato Ayaka
5a02bb3699f511ed882014dda990290e,11,11-1,11-1-1,Xiao,Zhongli,Faruzan,Jean
5a02bb3699f511ed882014dda990290e,11,11-1,11-1-2,Raiden Shogun,Kaedehara Kazuha,Kujou Sara,Bennett
5a02bb3699f511ed882014dda990290e,11,11-2,11-2-1,Xiao,Zhongli,Faruzan,Jean
5a02bb3699f511ed882014dda990290e,11,11-2,11-2-2,Raiden Shogun,Kaedehara Kazuha,Kujou Sara,Bennett
5a02bb3699f511ed882014dda990290e,11,11-3,11-3-1,Xiao,Zhongli,Faruzan,Jean
5a02bb3699f511ed882014dda990290e,11,11-3,11-3-2,Raiden Shogun,Kaedehara Kazuha,Kujou Sara,Bennett
5a02bb3699f511ed882014dda990290e,12,12-1,12-1-1,Raiden Shogun,Kaedehara Kazuha,Kujou Sara,Bennett
5a02bb3699f511ed882014dda990290e,12,12-1,12-1-2,Xiao,Zhongli,Faruzan,Jean
5a02bb3699f511ed882014dda990290e,12,12-2,12-2-1,Raiden Shogun,Kaedehara Kazuha,Kujou Sara,Bennett
5a02bb3699f511ed882014dda990290e,12,12-2,12-2-2,Xiao,Zhongli,Faruzan,Jean
5a02bb3699f511ed882014dda990290e,12,12-3,12-3-1,Raiden Shogun,Kaedehara Kazuha,Kujou Sara,Bennett
5a02bb3699f511ed882014dda990290e,12,12-3,12-3-2,Xiao,Zhongli,Faruzan,Jean
5a02bb3799f511ed829214dda990290e,11,11-1,11-1-1,Beidou,Xingqiu,Fischl,Sucrose
5a02bb3799f511ed829214dda990290e,11,11-1,11-1-2,Cyno,Nahida,Kuki Shinobu,Yelan
5a02bb3799f511ed829214dda990290e,11,11-2,11-2-1,Beidou,Xingqiu,Fischl,Sucrose
5a02bb3799f511ed829214dda990290e,11,11-2,11-2-2,Cyno,Nahida,Kuki Shinobu,Yelan
5a02bb3799f511ed829214dda990290e,11,11-3,11-3-1,Beidou,Xingqiu,Fischl,Sucrose
5a02bb3799f511ed829214dda990290e,11,11-3,11-3-2,Cyno,Nahida,Kuki Shinobu,Yelan
5a02bb3799f511ed829214dda990290e,12,12-1,12-1-1,Keqing,Yaoyao,Fischl,Kaedehara Kazuha
5a02bb3799f511ed829214dda990290e,12,12-1,12-1-2,Noelle,Nahida,Xingqiu,Kuki Shinobu
5a02bb3799f511ed829214dda990290e,12,12-2,12-2-1,Keqing,Yaoyao,Fischl,Kaedehara Kazuha
5a02bb3799f511ed829214dda990290e,12,12-2,12-2-2,Noelle,Nahida,Xingqiu,Kuki Shinobu
5a02bb3799f511ed829214dda990290e,12,12-3,12-3-1,Keqing,Yaoyao,Fischl,Kaedehara Kazuha
5a02bb3799f511ed829214dda990290e,12,12-3,12-3-2,Noelle,Nahida,Xingqiu,Kuki Shinobu
5a02bb3899f511edab9e14dda990290e,11,11-1,11-1-1,Xingqiu,Nahida,Venti,Kuki Shinobu
5a02bb3899f511edab9e14dda990290e,11,11-1,11-1-2,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli
5a02bb3899f511edab9e14dda990290e,11,11-2,11-2-1,Xingqiu,Nahida,Venti,Kuki Shinobu
5a02bb3899f511edab9e14dda990290e,11,11-2,11-2-2,Hu Tao,Yelan,Kaedehara Kazuha,Zhongli
